# Region type : patch bottom
# Faces  :   1000
# Area   :   6.239977e-01
# Time       	sum(phi)
0.0119048    	0.000000e+00
0.0136322    	1.753623e-22
0.0154387    	-1.902515e-23
0.0172354    	-2.378144e-24
0.0190255    	-1.499265e-23
0.0208123    	-9.822770e-25
0.0225927    	1.266620e-23
0.0243698    	5.686867e-24
0.0261436    	-1.504435e-23
0.0279143    	3.308722e-24
0.0296817    	2.132575e-24
0.0314459    	-1.305394e-23
0.0332101    	1.460491e-24
0.0349711    	-3.974344e-24
0.0367289    	4.846761e-25
0.0384867    	-5.156954e-24
0.0402413    	7.972923e-24
0.0419959    	-2.185889e-24
0.0437473    	-3.047805e-24
0.0454987    	1.419293e-24
0.0472468    	9.696754e-24
0.048995     	1.022020e-23
0.05074      	-3.336187e-24
0.0524849    	6.106919e-25
0.0542267    	-4.158521e-24
0.0559684    	3.101927e-24
0.057707     	1.706060e-24
0.0594423    	7.602953e-24
0.0611777    	5.208653e-24
0.0629098    	5.609319e-24
0.064642     	-5.450991e-24
0.0663709    	1.275021e-23
0.0680967    	-5.008320e-24
0.0698224    	4.639966e-24
0.071545     	3.767549e-24
0.0732675    	-2.811122e-24
0.0749869    	2.662488e-24
0.0767062    	1.181317e-23
0.0784224    	-3.735237e-24
0.0801385    	-1.201997e-24
0.0818547    	-3.909721e-24
0.0835677    	3.845097e-24
0.0852806    	2.798197e-24
0.0869904    	6.139231e-25
0.0887001    	1.512190e-24
0.0904099    	3.896796e-24
0.0921164    	1.008126e-24
0.093823     	2.035640e-24
0.0955295    	5.305588e-24
0.0972329    	-4.342698e-24
0.0989362    	5.273276e-24
0.100636     	-3.748162e-24
0.102336     	4.879073e-24
0.104033     	6.274940e-24
0.10573      	1.337706e-24
0.107424     	4.788600e-24
0.109118     	6.249091e-24
0.110808     	4.303924e-24
0.112499     	-7.877603e-24
0.114186     	-3.347497e-24
0.115873     	-1.137373e-24
0.117557     	-2.462155e-24
0.119238     	3.560754e-24
0.120919     	1.286007e-24
0.122596     	6.740230e-24
0.124274     	7.295991e-24
0.125949     	-3.412120e-24
0.127623     	-3.347497e-24
0.129297     	2.791735e-24
0.130969     	-6.384800e-24
0.13264      	9.128067e-24
0.134308     	-3.547829e-24
0.135976     	-5.670711e-24
0.137641     	-6.804853e-24
0.139305     	-1.279545e-24
0.140967     	7.302454e-25
0.142625     	-4.814450e-24
0.144284     	1.173886e-23
0.145939     	-5.686867e-25
0.147594     	-7.971307e-24
0.149246     	1.525114e-24
0.150898     	-9.044057e-24
0.152547     	1.040438e-24
0.154195     	-7.476937e-24
0.155841     	-3.599528e-24
0.157486     	2.908057e-24
0.159129     	4.400859e-24
0.160771     	1.684411e-23
0.16241      	2.455692e-25
0.164049     	5.541464e-24
0.165685     	5.767646e-25
0.167321     	1.070650e-23
0.168954     	1.197150e-24
0.170587     	-7.085965e-24
0.172219     	-2.528394e-24
0.173849     	-5.648093e-24
0.175478     	9.893856e-24
0.177105     	-1.245618e-24
0.178731     	1.024282e-24
0.180357     	7.216828e-24
0.18198      	2.011406e-24
0.183603     	-4.355623e-24
0.185226     	1.602662e-24
0.186846     	-5.577007e-24
0.188466     	-1.204420e-23
0.190086     	-5.921127e-24
0.191702     	4.935619e-24
0.193319     	-6.930869e-25
0.194936     	-1.180025e-23
0.196549     	-9.564276e-25
0.198162     	-3.426660e-24
0.199772     	1.421232e-23
0.201382     	-4.200527e-24
0.202993     	7.617493e-24
0.204603     	9.218540e-24
0.20621      	5.063250e-24
0.207816     	-2.707724e-24
0.209423     	3.966266e-24
0.211027     	9.077984e-24
0.212631     	-8.068242e-24
0.214234     	4.229607e-24
0.215838     	2.630176e-24
0.217438     	-3.145548e-24
0.219038     	-2.878976e-24
0.220639     	-1.240771e-24
0.222239     	-2.172157e-24
0.223839     	1.899930e-24
0.225436     	3.761087e-24
0.227033     	7.948689e-25
0.228631     	-8.796872e-24
0.230228     	3.076886e-24
0.231825     	-2.038871e-24
0.233422     	7.686964e-24
0.235019     	-2.355526e-24
0.236616     	-3.328109e-25
0.238213     	4.802333e-24
0.23981      	8.148214e-24
0.241407     	-5.992213e-24
0.243004     	-1.233824e-23
0.244601     	-1.213306e-24
0.246195     	1.222353e-23
0.247788     	-1.127034e-23
0.249382     	-1.138302e-23
0.250976     	1.224453e-23
0.252569     	7.056077e-25
0.254163     	3.196439e-24
0.255753     	6.359355e-24
0.257343     	-3.433123e-26
0.258934     	-2.158437e-24
0.260524     	-6.341987e-24
0.262114     	2.992875e-25
0.263705     	-5.309829e-24
0.265295     	2.956323e-24
0.266885     	-9.069098e-24
0.268475     	-1.257735e-24
0.270066     	1.060229e-23
0.271652     	1.097872e-23
0.273239     	5.169879e-26
0.274826     	7.157859e-24
0.276413     	-1.298932e-23
0.278        	4.715899e-24
0.279586     	-9.817923e-24
0.281173     	1.348207e-23
0.28276      	1.549348e-24
0.284347     	1.163223e-24
0.285934     	8.594924e-24
0.287517     	-5.806420e-24
0.289097     	1.176471e-23
0.290677     	1.539655e-24
0.292253     	8.572305e-24
0.293829     	5.460685e-25
0.295402     	-5.127874e-24
0.296975     	-1.964554e-24
0.298544     	-5.816114e-26
0.300113     	-1.395867e-24
0.301679     	-1.542886e-23
0.303241     	5.195728e-24
0.304796     	3.883871e-24
0.306348     	5.231271e-24
0.307897     	5.893662e-24
0.309441     	-3.793399e-24
0.310983     	1.072104e-23
0.312521     	-3.269948e-24
0.314052     	-1.712522e-24
0.31558      	6.921175e-24
0.317104     	6.391263e-24
0.318625     	-8.394591e-24
0.320142     	-3.063153e-24
0.321653     	-7.011648e-24
0.323161     	1.163223e-23
0.324661     	-3.282873e-24
0.326156     	1.563888e-24
0.327643     	3.877409e-26
0.329124     	-8.581999e-24
0.330599     	-2.765885e-24
0.332067     	2.235973e-24
0.333528     	-2.132575e-24
0.334983     	-8.323505e-24
0.336432     	-1.491510e-23
0.337875     	7.884065e-25
0.339311     	5.635168e-24
0.340741     	6.229704e-24
0.342165     	9.848619e-24
0.343586     	7.638496e-24
0.345        	1.137373e-23
0.346409     	3.567216e-24
0.347815     	5.247427e-24
0.349214     	1.021051e-23
0.350608     	-6.979336e-25
0.351998     	-3.877409e-25
0.353383     	3.101927e-25
0.354764     	-1.168393e-23
0.356143     	-5.971210e-24
0.357516     	-6.436499e-24
0.358886     	-3.179475e-24
0.360253     	1.354508e-23
0.361617     	-1.214922e-24
0.362978     	-6.669144e-24
0.364336     	8.349354e-24
0.365695     	-9.047288e-25
0.36705      	-1.861156e-24
0.368402     	-2.481542e-24
0.369755     	-1.809458e-24
0.371104     	2.584939e-24
0.372454     	1.835307e-23
0.373804     	-9.409179e-24
0.375153     	-8.168409e-24
0.376503     	9.305782e-25
0.377852     	-2.378144e-24
0.379199     	-2.171349e-24
0.380546     	-2.481542e-24
0.381889     	9.305782e-25
0.383233     	-8.116710e-24
0.384574     	-1.085675e-24
0.385915     	-6.307252e-24
0.387255     	-3.101927e-24
0.388596     	4.290999e-24
0.389937     	-1.602662e-24
0.391278     	-3.153626e-24
0.392619     	-4.342698e-24
0.393959     	-1.137373e-24
0.3953       	1.209752e-23
0.396641     	-2.584939e-24
0.397982     	8.065011e-24
0.399323     	2.481542e-24
0.400663     	-6.720842e-24
0.402004     	3.308722e-24
0.403345     	3.722313e-24
0.404686     	-1.033976e-25
0.40603      	-6.617445e-24
0.407373     	-1.757759e-24
0.40872      	-9.098987e-24
0.410067     	-9.305782e-24
0.411414     	9.719372e-24
0.412761     	-1.137373e-23
0.414108     	-1.354508e-23
0.415458     	5.376674e-24
0.416805     	8.271806e-24
0.418151     	6.720842e-24
0.419495     	-9.305782e-25
0.420839     	1.685380e-23
0.422183     	-2.688337e-24
0.423527     	7.134433e-24
0.42487      	-6.824240e-24
0.426214     	5.583469e-24
0.427558     	-7.031035e-24
0.428902     	2.274747e-24
0.430245     	2.895132e-24
0.431589     	1.654361e-24
0.432933     	6.203855e-24
0.434277     	-5.169879e-24
0.43562      	-8.271806e-24
0.436964     	-2.481542e-24
0.438308     	-2.067952e-25
0.439655     	-3.308722e-24
0.441002     	1.861156e-24
0.442349     	-2.481542e-24
0.443696     	2.274747e-24
0.445043     	2.067952e-24
0.446387     	4.342698e-24
0.44773      	-2.067952e-24
0.449077     	4.135903e-25
0.450424     	3.722313e-24
0.451771     	-7.858216e-24
0.453118     	1.261450e-23
0.454465     	1.633682e-23
0.455816     	-1.654361e-24
0.457166     	-4.135903e-24
0.45852      	-3.515518e-24
0.459873     	6.203855e-25
0.461227     	-6.824240e-24
0.462581     	-5.169879e-24
0.463938     	-5.376674e-24
0.465295     	4.135903e-24
0.466652     	1.654361e-24
0.468013     	-1.861156e-24
0.469373     	-6.203855e-25
0.470737     	-6.203855e-25
0.472101     	6.824240e-24
0.473465     	1.654361e-24
0.47483      	-7.237830e-24
0.476194     	4.549493e-24
0.477558     	-8.271806e-25
0.478922     	5.583469e-24
0.480286     	2.067952e-24
0.48165      	-2.895132e-24
0.483018     	4.135903e-24
0.484385     	6.824240e-24
0.485753     	-1.033976e-24
0.487121     	-8.271806e-25
0.488492     	1.033976e-23
0.489863     	-1.406207e-23
0.491235     	7.031035e-24
0.492606     	2.481542e-24
0.493981     	-1.861156e-24
0.495356     	-4.135903e-25
0.496735     	2.895132e-24
0.498114     	2.895132e-24
0.499493     	-3.722313e-24
