# Region type : patch top
# Faces  :   1000
# Area   :   6.239977e-01
# Time       	sum(phiSub)
0.0119048    	-6.060814e-14
0.0132083    	-8.631828e-15
0.0145102    	2.880386e-16
0.015812     	2.102616e-15
0.0171173    	6.454591e-16
0.0184226    	5.431099e-16
0.0197261    	-1.728617e-16
0.0210297    	-7.365815e-17
0.0223315    	-1.859852e-16
0.0236316    	7.765148e-16
0.02493      	2.195931e-16
0.0262266    	1.631807e-16
0.0275232    	-4.179732e-16
0.0288181    	-7.810901e-16
0.030113     	-6.487280e-16
0.031408     	-3.128171e-16
0.0327029    	-6.471164e-16
0.0339978    	-2.187455e-16
0.0352927    	1.507497e-16
0.0365876    	2.425082e-16
0.0378825    	2.683837e-16
0.0391774    	1.799138e-16
0.0404706    	1.046602e-16
0.0417637    	-2.460294e-16
0.0430552    	1.852133e-16
0.0443466    	3.711540e-16
0.0456363    	-6.126698e-16
0.0469259    	-6.416192e-16
0.0482139    	-9.510182e-16
0.0495001    	2.698647e-16
0.0507845    	6.398705e-16
0.052069     	-9.469350e-16
0.0533517    	-1.129138e-15
0.0546327    	-1.040054e-15
0.0559137    	-1.370057e-15
0.0571929    	-4.946888e-16
0.0584722    	-8.032847e-16
0.0597497    	-1.465101e-15
0.0610272    	-1.338458e-15
0.062303     	-9.159588e-16
0.0635788    	-1.433157e-15
0.0648546    	-1.070365e-15
0.0661286    	-1.213153e-15
0.0674026    	-1.102301e-15
0.0686749    	-1.469258e-15
0.0699472    	-6.835676e-16
0.0712178    	-1.863566e-15
0.0724866    	-1.831355e-15
0.0737537    	-2.034272e-15
0.0750208    	-1.274610e-15
0.0762862    	-1.013417e-15
0.0775498    	-1.362522e-15
0.0788117    	-1.567126e-15
0.0800719    	-1.713680e-16
0.0813303    	5.849431e-17
0.0825871    	-5.967759e-16
0.0838421    	-1.097799e-15
0.0850954    	-1.449873e-15
0.086347     	-1.655741e-15
0.0875968    	-1.712566e-15
0.088845     	-2.020427e-15
0.0900914    	-5.232332e-16
0.0913362    	3.115811e-15
0.0925792    	-1.151369e-15
0.0938206    	-1.929059e-15
0.0950602    	-1.914360e-15
0.0962998    	-2.040131e-15
0.0975378    	-1.564758e-15
0.098774     	-1.934107e-15
0.100009     	-1.143139e-15
0.101241     	-3.975512e-16
0.102473     	-1.466253e-15
0.103702     	9.730701e-16
0.104928     	-1.212895e-15
0.106153     	-6.011517e-16
0.107375     	-1.004274e-15
0.108597     	-1.340107e-15
0.109816     	-2.104124e-15
0.111032     	-7.900559e-16
0.112247     	-3.192485e-16
0.113459     	-9.049900e-16
0.11467      	-1.252827e-15
0.11588      	-1.445631e-15
0.117088     	-7.039174e-16
0.118294     	-6.681110e-16
0.119498     	-4.161085e-16
0.120701     	-9.046728e-16
0.121903     	-2.273489e-15
0.123102     	-1.113005e-15
0.1243       	-2.033275e-15
0.125496     	-2.029376e-16
0.126691     	-1.369052e-15
0.127884     	-2.195589e-15
0.129075     	-1.326208e-15
0.130265     	-3.119898e-16
0.131453     	-1.448886e-15
0.13264      	-2.292525e-16
0.133825     	-1.520048e-15
0.135008     	3.973700e-16
0.136188     	-2.822394e-17
0.137367     	-2.121763e-15
0.138544     	-7.631553e-16
0.139719     	-2.447825e-15
0.140892     	1.279592e-16
0.142065     	-2.764864e-16
0.143235     	-2.509228e-15
0.144404     	-9.048442e-16
0.145573     	-1.415315e-15
0.14674      	-7.840432e-16
0.147906     	-1.363795e-15
0.14907      	8.726873e-16
0.150234     	-2.068615e-15
0.151396     	-1.329754e-16
0.152557     	-1.129076e-15
0.153718     	-1.117654e-15
0.154877     	-2.115629e-16
0.156036     	-1.353090e-15
0.157194     	-1.885177e-15
0.158352     	8.284881e-16
0.159508     	1.347336e-15
0.160664     	-6.584460e-16
0.161819     	-1.622771e-15
