# Region type : patch top
# Faces  :   1000
# Area   :   6.239977e-01
# Time       	sum(phiSub)
0.0119048    	2.071138e-14
0.0133951    	-7.058527e-15
0.0148787    	-1.207862e-15
0.0163646    	-5.479441e-16
0.0178527    	-3.060302e-15
0.0193408    	-3.662823e-16
0.0208289    	1.038919e-15
0.0223147    	9.245838e-16
0.0238006    	-4.082924e-16
0.0252842    	-1.514447e-15
0.0267655    	-1.657913e-15
0.0282468    	-9.907724e-16
0.0297259    	-3.616764e-16
0.031205     	-7.177536e-17
0.032684     	-1.482683e-16
0.0341631    	-2.873280e-16
0.0356422    	1.058426e-15
0.037119     	8.838078e-16
0.0385958    	-3.758275e-16
0.0400726    	8.635706e-17
0.0415494    	1.033179e-16
0.0430263    	-1.288239e-15
0.0445031    	-1.080660e-17
0.0459776    	1.683475e-16
0.0474521    	-6.369536e-16
0.0489244    	5.122032e-17
0.0503966    	-2.543746e-17
0.0518666    	-2.695424e-16
0.0533366    	-6.935731e-16
0.0548043    	-6.715226e-16
0.0562697    	-6.680587e-16
0.0577351    	2.653798e-16
0.0591983    	1.598511e-17
0.0606614    	-1.646469e-17
0.0621223    	1.279280e-16
0.0635831    	2.501448e-17
0.0650417    	-8.093078e-16
0.0665003    	5.780283e-16
0.0679566    	-4.872307e-16
0.069413     	8.546463e-16
0.0708693    	-8.114930e-17
0.0723233    	-4.368942e-16
0.0737774    	-7.459431e-17
0.0752314    	6.842225e-17
0.0766832    	-1.038212e-16
0.0781349    	-3.096355e-16
0.0795844    	-5.838650e-16
0.0810339    	-5.382154e-16
0.082481     	-5.204956e-16
0.083926     	-1.805094e-16
0.0853709    	-1.510476e-16
0.0868135    	6.855908e-16
0.0882539    	-8.643516e-16
0.0896919    	1.152554e-15
0.0911278    	-5.002556e-16
0.0925636    	-5.196694e-16
0.0939971    	-1.252750e-15
0.0954284    	-4.273660e-16
0.0968574    	1.940212e-15
0.0982842    	1.973262e-15
0.0997087    	-1.837693e-15
0.101133     	-3.813938e-16
0.102555     	-8.595916e-16
0.103975     	4.544718e-16
0.105393     	2.130156e-16
0.106811     	1.306243e-15
0.108227     	-6.707545e-16
