# Region type : patch top
# Faces  :   1000
# Area   :   6.239977e-01
# Time       	sum(phiSub)
0.0119048    	2.126605e-14
0.0132083    	-8.038116e-15
0.0145102    	-9.337548e-16
0.015812     	8.411234e-17
0.0171173    	-3.379095e-15
0.0184226    	1.207514e-15
0.0197261    	1.165607e-15
0.0210297    	5.073389e-16
0.0223315    	-1.120972e-15
0.0236316    	-1.698259e-15
0.02493      	-1.613823e-15
0.0262266    	-1.280850e-15
0.0275232    	-9.298850e-16
0.0288181    	1.348398e-15
0.030113     	-4.383352e-16
0.031408     	-2.982746e-16
0.0327029    	1.155939e-15
0.0339978    	1.590396e-16
0.0352927    	2.542907e-16
0.0365876    	-6.830885e-17
0.0378825    	-2.229564e-15
0.0391774    	2.068919e-17
0.0404706    	-3.088839e-16
0.0417637    	-1.268688e-15
0.0430552    	-1.741167e-15
0.0443466    	-9.099320e-16
0.0456363    	-5.512438e-16
0.0469259    	-5.719526e-17
0.0482139    	1.502503e-16
0.0495001    	-7.092336e-16
0.0507845    	-1.039720e-15
0.052069     	-9.447996e-16
0.0533517    	1.946828e-16
0.0546327    	1.068925e-16
0.0559137    	-3.244034e-17
0.0571929    	-3.272696e-16
0.0584722    	2.927204e-17
0.0597497    	-4.403627e-16
0.0610272    	-3.998553e-17
0.062303     	-5.188555e-16
0.0635788    	-1.708018e-15
0.0648546    	-1.090582e-16
0.0661286    	-1.299133e-16
0.0674026    	-3.208101e-16
0.0686749    	-3.572749e-16
0.0699472    	-2.396267e-16
0.0712178    	-8.740284e-16
0.0724866    	-1.009888e-15
0.0737537    	-7.993135e-16
0.0750208    	-1.879998e-17
0.0762862    	-7.459462e-16
0.0775498    	2.378097e-15
0.0788117    	-8.812462e-16
0.0800719    	-1.896141e-15
0.0813303    	-2.262417e-15
0.0825871    	-9.535966e-19
0.0838421    	-9.411016e-16
0.0850954    	4.223136e-17
0.086347     	2.492240e-15
0.0875968    	-6.518462e-16
0.088845     	-1.987778e-15
0.0900914    	9.111010e-16
0.0913362    	-1.523494e-15
0.0925792    	4.923401e-16
0.0938206    	7.291230e-16
0.0950602    	2.493676e-15
0.0962998    	-2.317664e-15
0.0975378    	-2.152428e-17
0.098774     	-1.591030e-15
0.100009     	-3.388449e-15
0.101241     	-3.278675e-15
0.102473     	-4.086110e-15
0.103702     	2.004902e-16
0.104928     	-3.619166e-15
0.106153     	-1.344195e-15
0.107375     	-2.236388e-15
0.108597     	-3.450707e-15
0.109816     	-4.299095e-15
0.111032     	-1.456272e-15
0.112247     	-1.124019e-15
0.113459     	-2.727575e-15
0.11467      	-3.284226e-15
0.11588      	-4.072385e-15
0.117088     	-2.706518e-15
0.118294     	-2.674206e-15
0.119498     	-1.746616e-15
0.120701     	-9.036922e-16
0.121903     	-4.037700e-15
0.123102     	-2.354849e-15
0.1243       	-3.590938e-15
0.125496     	-3.308957e-15
0.126691     	-3.446334e-15
0.127884     	-3.018458e-15
0.129075     	-1.993128e-15
0.130265     	-1.474968e-15
0.131453     	-4.621301e-15
0.13264      	-3.556245e-15
0.133825     	5.198754e-16
0.135008     	-9.660686e-16
0.136188     	-3.088553e-15
0.137367     	-2.602214e-15
0.138544     	-3.267470e-15
0.139719     	-4.239627e-15
0.140892     	-8.807412e-16
0.142065     	1.072403e-15
0.143235     	-5.513944e-15
0.144404     	-2.013447e-15
0.145573     	-2.440363e-15
0.14674      	-1.214904e-15
0.147906     	-3.813857e-15
0.14907      	1.055742e-15
0.150234     	-4.881888e-15
0.151396     	-7.190618e-16
0.152557     	-3.965327e-15
0.153718     	1.144305e-15
0.154877     	-1.246327e-15
0.156036     	-3.022976e-15
0.157194     	-5.255102e-15
0.158352     	-2.234359e-15
0.159508     	1.339633e-15
0.160664     	1.281142e-15
0.161819     	-9.418426e-16
0.162973     	1.574805e-16
0.164126     	-3.870805e-15
0.165279     	-1.435628e-15
0.16643      	-1.966961e-15
0.167582     	-1.861636e-15
0.168731     	-2.304995e-15
0.16988      	-2.876246e-15
0.171028     	-5.110557e-15
0.172174     	-3.347132e-15
0.173321     	-1.088107e-15
0.174466     	-8.642312e-17
0.175611     	-5.143646e-15
0.176754     	4.397113e-16
0.177898     	3.578345e-15
0.179039     	-2.077418e-15
0.180181     	-1.076446e-15
0.181322     	-3.521178e-16
0.182462     	-4.058028e-15
0.183602     	1.756488e-15
0.184741     	-1.235785e-15
0.185879     	-4.227319e-15
0.187018     	-3.088011e-18
0.188155     	-1.268583e-15
0.189292     	-1.988388e-15
0.190429     	-2.985656e-15
0.191566     	-3.427292e-15
0.192703     	-1.922086e-15
0.193838     	-2.781421e-15
0.194974     	-7.690831e-16
0.196109     	3.105865e-15
0.197245     	-2.765967e-15
0.198379     	-5.359268e-15
0.199512     	-1.910146e-15
0.200646     	-1.879126e-15
0.20178      	-2.948371e-15
0.202914     	1.435873e-15
0.204046     	1.202675e-15
0.205177     	-8.554244e-16
0.206306     	-2.118540e-15
0.207435     	-2.388198e-15
0.208562     	-8.730872e-16
0.209688     	-1.375700e-15
0.210812     	-2.948097e-15
0.211936     	3.733502e-15
0.213059     	-5.174669e-16
0.21418      	-1.888038e-15
0.215301     	-2.418683e-15
0.21642      	-2.578923e-15
0.21754      	8.192693e-16
0.218658     	-2.656794e-15
0.219774     	-1.566818e-15
0.22089      	-2.118237e-15
0.222005     	-7.490660e-16
0.223118     	-2.198497e-15
0.224229     	-3.027117e-15
0.225339     	-2.831641e-15
0.226447     	-2.741652e-15
0.227554     	6.254806e-16
0.228659     	-2.002763e-15
0.229762     	-2.760367e-15
0.230866     	-3.104855e-15
0.231968     	-1.359975e-15
0.23307      	5.134487e-16
0.23417      	-2.454495e-15
0.235269     	-4.893660e-15
0.236366     	1.371525e-16
0.23746      	-1.860808e-15
0.238552     	-4.715874e-15
0.239643     	-3.035484e-15
0.240733     	2.739070e-16
0.241822     	-2.142963e-15
0.24291      	-1.715490e-15
0.243996     	4.199892e-16
0.245082     	-2.620549e-15
