# Region type : patch bottom
# Faces  :   1000
# Area   :   6.239977e-01
# Time       	sum(phi)
0.0119048    	0.000000e+00
0.014505     	1.646089e-22
0.017133     	8.788794e-24
0.019747     	9.926167e-24
0.022368     	4.097129e-24
0.024989     	7.754818e-26
0.02761      	1.328013e-23
0.030231     	-6.396109e-24
0.032852     	-4.524452e-24
0.0354659    	5.381117e-24
0.0380798    	-3.382232e-24
0.0406867    	-6.358951e-24
0.0432935    	-2.859589e-25
0.0459003    	1.762606e-24
0.0485071    	-3.602759e-24
0.051114     	-7.182900e-24
0.0537137    	-2.193967e-24
0.0563133    	-3.360421e-24
0.058913     	2.778810e-25
0.0615127    	2.840202e-24
0.0641124    	1.832076e-24
0.0667121    	5.286201e-24
0.0693118    	4.103591e-25
0.0719115    	3.218250e-24
0.0745039    	-3.618915e-25
0.0770963    	1.289239e-24
0.0796887    	1.059825e-24
0.0822812    	-2.100263e-24
0.0848663    	-3.383039e-24
0.0874514    	-1.573582e-24
0.0900365    	5.428373e-25
0.0926143    	-1.298932e-24
0.0951921    	2.746498e-25
0.0977699    	6.071376e-24
0.10034      	2.510622e-24
0.102911     	-3.832173e-24
0.105481     	-1.108293e-24
0.108052     	-2.530009e-24
0.110615     	3.796630e-24
0.113178     	3.822479e-24
0.115741     	2.387838e-24
0.118304     	-1.767452e-24
0.120867     	-9.435029e-25
0.12343      	-3.586603e-24
0.125993     	2.019484e-24
0.128549     	2.449230e-24
0.131104     	-6.462349e-26
0.13366      	-1.525114e-24
0.136216     	1.046900e-24
0.138771     	2.950062e-24
0.141319     	-7.140895e-25
0.143867     	3.557523e-24
0.146415     	-8.090860e-24
0.148963     	-1.951629e-24
0.151504     	-1.518652e-24
0.154044     	8.530300e-25
0.156584     	3.670614e-24
0.159117     	1.389405e-24
0.16165      	1.389405e-25
0.164183     	-1.114755e-24
0.166708     	4.956621e-24
0.169233     	-1.399098e-24
0.171758     	6.300790e-25
0.174276     	-1.922549e-24
0.176793     	4.145597e-24
0.17931      	-8.174871e-25
0.18182      	-3.845097e-24
0.18433      	-1.534808e-24
0.18684      	6.003522e-24
0.189342     	-2.164887e-25
0.191844     	1.567120e-24
0.194346     	-3.835404e-24
0.19684      	-1.014589e-24
0.199334     	-2.565552e-24
0.201829     	6.417112e-24
0.204323     	6.530203e-24
0.206809     	-3.004992e-25
0.209296     	-7.932533e-24
0.211782     	5.761184e-24
0.214269     	-5.305588e-24
0.216748     	-3.376577e-24
0.219226     	8.045624e-25
0.221705     	4.003425e-24
0.224184     	1.974247e-24
0.226654     	8.336430e-25
0.229125     	7.496324e-25
0.231596     	-8.982664e-25
0.234067     	-6.879170e-24
0.236529     	1.457260e-24
0.238992     	7.089196e-24
0.241455     	2.756192e-24
0.243918     	-3.160088e-24
0.246381     	1.709291e-24
0.248835     	1.864388e-24
0.25129      	3.299029e-24
0.253745     	1.938705e-25
0.2562       	-2.924213e-24
0.258655     	1.770683e-24
0.261109     	-1.231077e-24
0.263556     	-5.421910e-24
0.266003     	-1.014589e-24
0.268449     	-3.486437e-24
0.270896     	2.639869e-24
0.273343     	-2.714186e-24
0.275789     	5.787033e-24
0.278236     	-4.168215e-24
0.280674     	1.044316e-23
0.283113     	1.660824e-24
0.285551     	1.011358e-24
0.287989     	6.119844e-24
0.290428     	2.116419e-24
0.292866     	2.261822e-25
0.295305     	-4.310386e-24
0.297743     	3.906490e-24
0.300181     	1.938705e-26
0.30262      	-3.570448e-24
0.30505      	8.788794e-25
0.30748      	-4.911385e-25
0.30991      	-4.833837e-24
0.312339     	-2.927444e-24
0.314769     	6.165081e-24
0.317199     	-1.731909e-24
0.319629     	-6.824240e-24
0.322059     	8.258881e-24
0.324489     	-6.488198e-24
0.326919     	1.615587e-25
0.329349     	2.384607e-24
0.331779     	3.302260e-24
0.334208     	2.210123e-24
0.336638     	4.135903e-25
0.339068     	-4.349161e-24
0.341498     	-3.237637e-24
0.343928     	-5.001858e-24
0.346358     	2.326445e-25
0.348788     	-6.287865e-24
0.351218     	-9.506115e-24
0.353648     	-6.921175e-24
0.356078     	-1.415254e-24
0.358507     	7.270142e-24
0.360937     	4.911385e-25
0.363367     	-5.144029e-24
0.365797     	3.961420e-24
0.368227     	1.499265e-24
0.370657     	3.173013e-24
0.373087     	-7.108583e-24
0.375517     	-8.213645e-24
0.377947     	-1.163223e-25
0.380377     	4.730439e-24
0.382806     	3.321647e-24
0.385236     	6.940562e-24
0.387666     	1.938705e-25
0.390096     	6.171543e-24
0.392526     	-9.447954e-24
0.394966     	1.421717e-24
0.397405     	-2.979143e-24
0.399845     	2.804659e-24
0.402285     	6.397725e-25
0.404724     	-3.786936e-24
0.407164     	3.541367e-24
0.409604     	4.723977e-24
0.412043     	-6.610983e-24
0.414483     	-8.756482e-24
0.416923     	3.269948e-24
0.419362     	1.809458e-25
0.421802     	4.265150e-25
0.424242     	2.920982e-24
0.426681     	4.038968e-24
0.42911      	-3.030841e-24
0.43154      	-2.416918e-24
0.433959     	1.518652e-24
0.436378     	1.213629e-23
0.438786     	6.165081e-24
0.441195     	6.022909e-24
0.443593     	3.412120e-24
0.445992     	1.731909e-24
0.44839      	4.342698e-24
0.450778     	3.360421e-25
0.453166     	-5.169879e-26
0.455543     	6.397725e-25
0.457921     	-1.249818e-23
0.460288     	4.181140e-24
0.462655     	2.003328e-25
0.465012     	-1.421717e-25
0.467369     	-1.550964e-24
0.469715     	-4.988933e-24
0.472062     	-2.481542e-24
0.474408     	1.738372e-24
0.476744     	-9.609512e-24
0.47908      	-1.550964e-24
0.481405     	2.475079e-24
0.483731     	3.114852e-24
0.486046     	1.693135e-24
0.488351     	-4.639966e-24
0.490655     	-1.196181e-23
0.49295      	-3.580141e-24
0.495234     	7.108583e-25
0.497508     	-1.404915e-23
0.499781     	1.111524e-24
0.502045     	-2.559090e-24
0.504298     	-2.145500e-24
0.506541     	-1.576813e-24
0.508784     	-2.365220e-24
0.511017     	-2.326445e-25
0.513239     	-8.142559e-25
0.515462     	3.541367e-24
0.517675     	4.446096e-24
0.519887     	-9.667673e-24
0.522089     	4.252225e-24
0.524282     	1.861156e-24
0.526474     	4.859686e-24
0.528656     	9.409179e-24
0.530838     	8.452752e-24
0.53301      	1.163223e-24
0.535182     	3.231174e-24
0.537354     	6.113382e-24
0.539516     	5.751490e-24
0.541678     	-2.830509e-24
0.54384      	1.061118e-23
0.545992     	-9.758146e-25
0.548143     	-1.136727e-23
0.550295     	2.875745e-24
0.552437     	3.709388e-24
0.554578     	9.900318e-24
0.556709     	-1.563888e-24
0.55884      	2.319983e-24
0.560972     	-4.368548e-24
0.563093     	-1.040438e-23
0.565213     	5.900124e-24
0.567334     	2.746498e-24
0.569455     	2.242435e-24
0.571576     	1.337706e-24
0.573687     	2.623714e-24
0.575797     	-2.455692e-25
0.577908     	-4.484870e-24
0.580018     	4.950159e-24
0.582128     	-6.287865e-24
0.584239     	-4.155290e-24
0.586349     	5.402523e-24
0.588471     	-7.464013e-24
0.590592     	3.683539e-25
0.592713     	-3.179475e-24
0.594835     	9.092524e-24
0.596956     	-7.748356e-24
0.599077     	-4.339467e-24
0.601198     	5.043863e-24
0.60332      	9.741990e-25
0.605441     	1.470184e-25
0.607562     	-1.996866e-24
0.609684     	-1.265813e-24
0.611805     	2.496284e-24
0.613926     	6.727305e-24
0.616047     	-3.828134e-24
0.618169     	4.071280e-24
0.62029      	2.109957e-24
0.622411     	-6.921175e-24
0.624533     	-6.652988e-24
0.626654     	1.880543e-24
0.628787     	-3.134239e-24
0.630921     	4.142365e-24
0.633054     	-2.067952e-25
0.635187     	-8.271806e-24
0.637321     	0.000000e+00
0.639467     	2.914519e-24
0.641613     	-1.783608e-24
0.643759     	-2.559090e-24
0.645905     	3.114852e-24
0.648051     	6.953487e-24
0.650197     	-5.208653e-24
0.652343     	3.463819e-24
0.654489     	-9.215309e-24
0.656635     	-9.564276e-25
0.658781     	-3.373346e-24
0.660927     	-4.084204e-24
0.663073     	-8.129634e-24
0.665219     	4.213451e-24
0.667365     	7.367077e-24
0.669511     	1.938705e-24
0.671657     	1.447566e-24
0.673803     	-5.609319e-24
0.675964     	2.843433e-24
0.678124     	-5.428373e-25
0.680284     	4.523644e-24
0.682444     	-3.722313e-24
0.684605     	-5.092331e-24
0.686765     	-5.609319e-24
0.688925     	1.000372e-23
0.691085     	5.169879e-25
0.693246     	-6.514047e-24
0.695406     	-9.512577e-24
