# Region type : patch bottom
# Faces  :   1000
# Area   :   6.239977e-01
# Time       	sumDirection(phi)
0.0119048    	0.000000e+00
0.014505     	2.019601e-06
0.017133     	1.944413e-07
0.019747     	8.861263e-08
0.022368     	4.041073e-08
0.024989     	3.458960e-08
0.02761      	2.724330e-08
0.030231     	2.452038e-08
0.032852     	2.205683e-08
0.0354659    	2.079943e-08
0.0380798    	1.972999e-08
0.0406867    	1.910225e-08
0.0432935    	1.859925e-08
0.0459003    	1.826248e-08
0.0485071    	1.798449e-08
0.051114     	1.778374e-08
0.0537137    	1.762715e-08
0.0563133    	1.751535e-08
0.058913     	1.742692e-08
0.0615127    	1.734558e-08
0.0641124    	1.728059e-08
0.0667121    	1.723247e-08
0.0693118    	1.720670e-08
0.0719115    	1.719345e-08
0.0745039    	1.717872e-08
0.0770963    	1.716648e-08
0.0796887    	1.714838e-08
0.0822812    	1.714829e-08
0.0848663    	1.714663e-08
0.0874514    	1.715060e-08
0.0900365    	1.714894e-08
0.0926143    	1.714894e-08
0.0951921    	1.715106e-08
0.0977699    	1.715657e-08
0.10034      	1.716458e-08
0.102911     	1.717287e-08
0.105481     	1.717209e-08
0.108052     	1.717216e-08
0.110615     	1.716115e-08
0.113178     	1.715576e-08
0.115741     	1.713943e-08
0.118304     	1.712939e-08
0.120867     	1.711130e-08
0.12343      	1.710085e-08
0.125993     	1.709656e-08
0.128549     	1.710817e-08
0.131104     	1.711934e-08
0.13366      	1.711998e-08
0.136216     	1.711205e-08
0.138771     	1.709051e-08
0.141319     	1.708084e-08
0.143867     	1.707367e-08
0.146415     	1.705811e-08
0.148963     	1.705132e-08
0.151504     	1.703947e-08
0.154044     	1.703362e-08
0.156584     	1.702258e-08
0.159117     	1.701926e-08
0.16165      	1.701688e-08
0.164183     	1.701544e-08
0.166708     	1.701132e-08
0.169233     	1.701078e-08
0.171758     	1.700459e-08
0.174276     	1.700677e-08
0.176793     	1.701191e-08
0.17931      	1.701710e-08
0.18182      	1.702337e-08
0.18433      	1.703085e-08
0.18684      	1.703596e-08
0.189342     	1.704558e-08
0.191844     	1.704912e-08
0.194346     	1.704860e-08
0.19684      	1.705458e-08
0.199334     	1.706480e-08
0.201829     	1.707452e-08
0.204323     	1.708788e-08
0.206809     	1.709857e-08
0.209296     	1.711231e-08
0.211782     	1.712692e-08
0.214269     	1.713780e-08
0.216748     	1.715252e-08
0.219226     	1.717124e-08
0.221705     	1.718838e-08
0.224184     	1.719990e-08
0.226654     	1.721821e-08
0.229125     	1.723520e-08
0.231596     	1.725327e-08
0.234067     	1.726919e-08
0.236529     	1.728655e-08
0.238992     	1.730322e-08
0.241455     	1.732123e-08
0.243918     	1.733634e-08
0.246381     	1.735064e-08
0.248835     	1.736722e-08
0.25129      	1.739037e-08
0.253745     	1.741052e-08
0.2562       	1.742299e-08
0.258655     	1.744707e-08
0.261109     	1.746902e-08
0.263556     	1.748860e-08
0.266003     	1.750973e-08
0.268449     	1.752845e-08
0.270896     	1.754819e-08
0.273343     	1.756366e-08
0.275789     	1.758429e-08
0.278236     	1.760398e-08
0.280674     	1.762180e-08
0.283113     	1.763828e-08
0.285551     	1.765546e-08
0.287989     	1.767126e-08
0.290428     	1.768852e-08
0.292866     	1.770319e-08
0.295305     	1.772062e-08
0.297743     	1.773767e-08
0.300181     	1.775613e-08
0.30262      	1.777357e-08
0.30505      	1.779080e-08
0.30748      	1.781141e-08
0.30991      	1.782644e-08
0.312339     	1.784428e-08
0.314769     	1.786235e-08
0.317199     	1.788197e-08
0.319629     	1.790235e-08
0.322059     	1.791893e-08
0.324489     	1.793702e-08
0.326919     	1.795179e-08
0.329349     	1.797057e-08
0.331779     	1.798738e-08
0.334208     	1.800850e-08
0.336638     	1.802812e-08
0.339068     	1.805065e-08
0.341498     	1.806973e-08
0.343928     	1.809028e-08
0.346358     	1.810700e-08
0.348788     	1.812727e-08
0.351218     	1.814461e-08
0.353648     	1.817168e-08
0.356078     	1.818379e-08
0.358507     	1.820629e-08
0.360937     	1.822317e-08
0.363367     	1.824471e-08
0.365797     	1.826042e-08
0.368227     	1.828193e-08
0.370657     	1.829864e-08
0.373087     	1.831890e-08
0.375517     	1.833443e-08
0.377947     	1.834999e-08
0.380377     	1.836535e-08
0.382806     	1.838960e-08
0.385236     	1.840278e-08
0.387666     	1.842413e-08
0.390096     	1.843992e-08
0.392526     	1.846514e-08
