# Region type : patch bottom
# Faces  :   1000
# Area   :   6.239977e-01
# Time       	sum(phi)
0.0119048    	0.000000e+00
0.0133951    	5.947429e-22
0.0148787    	-1.938705e-23
0.0163646    	1.235601e-23
0.0178527    	-3.608575e-23
0.0193408    	-3.929108e-23
0.0208289    	-2.004621e-23
0.0223147    	-4.618964e-24
0.0238006    	-4.730439e-24
0.0252842    	9.693523e-25
0.0267655    	8.737095e-24
0.0282468    	1.835307e-24
0.0297259    	-1.175501e-23
0.031205     	3.812786e-25
0.032684     	-9.292857e-24
0.0341631    	9.564276e-25
0.0356422    	-3.683539e-24
0.037119     	1.421717e-24
0.0385958    	2.391069e-24
0.0400726    	1.893468e-23
0.0415494    	-9.176535e-25
0.0430263    	-3.916183e-24
0.0445031    	1.114109e-23
0.0459776    	2.080876e-24
0.0474521    	7.263680e-24
0.0489244    	4.329774e-24
0.0503966    	-1.271790e-23
0.0518666    	-2.636638e-24
0.0533366    	-7.935764e-24
0.0548043    	-2.058904e-23
0.0562697    	9.615975e-24
0.0577351    	-2.559090e-24
0.0591983    	3.130362e-23
0.0606614    	-1.538039e-24
0.0621223    	1.742249e-23
0.0635831    	2.933906e-24
0.0650417    	1.004249e-23
0.0665003    	1.044316e-23
0.0679566    	-2.856358e-23
0.069413     	-5.247427e-24
0.0708693    	-1.328659e-23
0.0723233    	2.313521e-24
0.0737774    	2.176519e-23
0.0752314    	4.484870e-24
0.0766832    	-9.706448e-24
0.0781349    	-9.990791e-24
0.0795844    	-2.920982e-24
0.0810339    	-7.690195e-24
0.082481     	4.963084e-24
0.083926     	-3.748162e-25
0.0853709    	-3.528442e-24
0.0868135    	1.494095e-23
0.0882539    	6.888864e-24
0.0896919    	-5.027707e-24
0.0911278    	1.324781e-23
0.0925636    	7.909915e-24
0.0939971    	-2.621129e-23
0.0954284    	2.478957e-23
0.0968574    	-1.204582e-23
0.0982842    	4.226376e-24
0.0997087    	9.706448e-24
0.101133     	9.047288e-26
0.102555     	-6.514047e-24
0.103975     	-8.142559e-25
0.105393     	-4.097129e-24
0.106811     	2.972680e-25
0.108227     	-8.491526e-24
0.10964      	-2.416918e-24
0.111051     	2.831801e-23
0.11246      	2.520316e-24
0.113868     	-1.610417e-23
0.115275     	-3.386271e-24
0.116679     	1.329951e-23
0.118081     	1.045608e-23
0.119481     	-5.312050e-24
0.120879     	5.169879e-25
0.122274     	8.310580e-24
0.123668     	-1.550964e-24
0.125059     	5.816114e-25
0.126447     	5.467147e-24
0.127834     	-8.905116e-24
0.129218     	-9.176535e-24
0.130603     	1.460491e-24
0.131985     	5.350825e-24
0.133365     	3.037304e-24
0.134743     	-1.835307e-24
0.136118     	6.488198e-24
0.137492     	2.016253e-24
0.138865     	-7.354153e-24
0.140236     	1.889591e-23
0.141605     	-4.911385e-24
0.142972     	5.467147e-24
0.144339     	1.673748e-23
0.145704     	-5.583469e-24
0.147066     	5.984135e-24
0.148429     	-3.174306e-23
0.149789     	9.008514e-24
0.151147     	-1.357093e-24
0.152506     	5.247427e-24
0.153862     	2.455692e-25
0.155215     	1.177440e-23
0.156567     	1.783608e-24
0.157917     	3.903259e-24
0.159266     	4.006656e-25
0.160613     	2.132575e-24
0.161959     	-2.089924e-23
0.163304     	1.120571e-23
0.164647     	1.238186e-23
0.165988     	-9.874469e-24
0.167328     	1.566473e-23
0.168667     	-7.431701e-24
0.170004     	1.163223e-25
0.17134      	-1.487633e-23
0.172675     	5.635168e-24
0.174009     	1.483755e-23
0.175341     	-1.562596e-23
0.176673     	7.380002e-24
0.178004     	-8.530300e-25
0.179334     	-3.502593e-24
0.180662     	-5.997059e-24
0.18199      	-1.111524e-24
0.183315     	7.599722e-24
0.184641     	1.072750e-23
0.185965     	5.118180e-24
0.187288     	-2.004621e-23
0.188612     	-2.441475e-23
0.189934     	7.354153e-24
0.191255     	-4.135903e-24
0.192574     	1.456613e-23
0.193894     	8.762945e-24
0.195211     	3.386271e-24
0.196528     	-1.178732e-23
0.197845     	-9.073137e-24
0.19916      	-2.546165e-23
0.200475     	-9.564276e-24
0.201788     	9.822770e-25
0.203101     	1.222676e-23
0.204414     	1.501850e-23
0.205727     	1.817212e-23
0.207037     	1.287300e-23
0.208348     	-1.946459e-23
0.209659     	-1.039146e-23
0.210969     	-1.476000e-23
0.212278     	-2.791735e-24
0.213586     	9.228234e-24
0.214895     	6.436499e-24
0.216203     	-1.447566e-23
0.217512     	1.447566e-24
0.21882      	1.059825e-24
0.220129     	2.615959e-23
0.221437     	-7.237830e-24
0.222746     	-6.022909e-24
0.224054     	1.044316e-23
0.225363     	1.747419e-23
0.226671     	1.912855e-23
0.22798      	-7.315379e-24
0.229288     	4.523644e-24
0.230595     	9.615975e-24
0.231901     	-1.972309e-23
0.233205     	-1.607832e-23
0.234509     	2.184274e-23
0.235811     	-7.211981e-24
0.237113     	1.757759e-24
0.238412     	2.352295e-24
0.239712     	-1.788778e-23
0.24101      	2.199783e-23
0.242307     	-1.036561e-23
0.243602     	1.998158e-23
0.244897     	1.173562e-23
0.24619      	-1.258865e-23
0.247483     	9.564276e-25
0.248776     	-6.307252e-24
0.250067     	2.140330e-23
0.251358     	6.384800e-24
0.252646     	-9.486728e-24
0.253933     	2.453108e-23
0.255219     	1.760344e-23
0.256503     	-5.945361e-25
0.257785     	-8.685396e-24
0.259067     	-5.350825e-24
0.260347     	1.158053e-23
0.261626     	-1.938705e-24
0.262904     	2.429843e-24
0.264181     	7.367077e-24
0.265456     	-3.205325e-24
0.266729     	4.963084e-24
0.268        	1.452736e-23
0.269269     	2.584939e-26
0.270538     	-3.618915e-25
0.271804     	1.778438e-23
0.273068     	1.535454e-23
0.274332     	-6.539897e-24
0.275594     	-2.995945e-23
0.276857     	-5.428373e-25
0.278116     	8.788794e-25
0.279376     	8.685396e-24
0.280636     	9.693523e-24
0.281896     	5.273276e-24
0.283153     	-2.378144e-24
0.284411     	-1.535454e-23
0.285667     	-1.959384e-23
0.28692      	1.121864e-23
0.288173     	2.223048e-24
0.289426     	-1.364848e-23
0.290679     	8.581999e-24
0.291933     	3.991146e-23
0.293179     	-1.866326e-23
0.294419     	2.615959e-23
0.295653     	-1.333829e-23
0.29688      	3.624085e-23
0.298101     	-2.895132e-24
0.299315     	1.101184e-23
0.300523     	6.100457e-24
0.301725     	-1.401037e-23
0.302921     	-1.638852e-23
0.30411      	1.375188e-23
0.305294     	-6.824240e-24
0.306471     	-1.850817e-23
0.307643     	2.719356e-23
0.308808     	8.737095e-24
0.30997      	2.993360e-23
0.311126     	1.923195e-23
0.312278     	-2.946831e-24
0.313424     	-2.677997e-23
0.314566     	2.383314e-23
0.315705     	3.303553e-23
0.31684      	1.737079e-23
0.317971     	-3.215665e-23
0.319098     	-2.186859e-23
0.320222     	1.530284e-23
0.321341     	-5.480072e-24
0.32246      	-1.344168e-23
0.323574     	-1.457906e-23
0.324686     	1.302809e-23
0.325797     	-6.555406e-23
0.326906     	3.463819e-24
0.328013     	-1.370018e-23
0.329118     	-7.858216e-24
0.330224     	1.137373e-23
0.331327     	1.757759e-23
0.33243      	4.032505e-23
