# Region type : patch top
# Faces  :   1000
# Area   :   6.239977e-01
# Time       	sumDirection(phiSub)
0.0119048    	8.795281e-06
0.0139894    	7.615511e-07
0.0160608    	3.119975e-07
0.0181323    	1.709667e-07
0.0202081    	1.568973e-07
0.0222839    	1.393685e-07
0.0243597    	1.301765e-07
0.0264356    	1.228220e-07
0.0285114    	1.180463e-07
0.0305828    	1.144080e-07
0.0326542    	1.116472e-07
0.0347212    	1.095075e-07
0.0367882    	1.077641e-07
0.0388551    	1.064396e-07
0.0409221    	1.053296e-07
0.0429891    	1.044400e-07
0.0450561    	1.037498e-07
0.0471186    	1.031202e-07
0.0491811    	1.026274e-07
0.0512436    	1.021521e-07
0.0533061    	1.018606e-07
0.0553687    	1.016289e-07
0.0574312    	1.014399e-07
0.0594937    	1.012682e-07
0.0615517    	1.009898e-07
0.0636097    	1.007113e-07
0.0656677    	1.005846e-07
0.0677212    	1.005067e-07
0.0697746    	1.003994e-07
0.0718281    	1.003274e-07
0.0738771    	1.002382e-07
0.075926     	1.002067e-07
0.0779704    	1.001920e-07
0.0800148    	1.001963e-07
0.0820592    	1.002006e-07
0.0840991    	1.002313e-07
0.086139     	1.002543e-07
0.0881788    	1.002252e-07
0.0902187    	1.002173e-07
0.092254     	1.002484e-07
0.0942893    	1.002592e-07
0.0963246    	1.002750e-07
0.0983599    	1.003093e-07
0.100395     	1.003443e-07
0.102426     	1.003764e-07
0.104457     	1.004196e-07
0.106487     	1.004735e-07
0.108518     	1.004824e-07
0.110544     	1.004267e-07
0.11257      	1.004132e-07
0.114596     	1.004200e-07
0.116618     	1.004130e-07
0.118639     	1.003949e-07
0.120656     	1.003830e-07
0.122673     	1.003928e-07
0.124685     	1.003677e-07
0.126697     	1.003490e-07
0.128705     	1.003474e-07
0.130713     	1.003442e-07
0.132716     	1.003461e-07
0.134719     	1.003574e-07
0.136717     	1.003444e-07
0.138715     	1.003451e-07
0.140709     	1.003516e-07
0.142703     	1.003713e-07
0.144692     	1.004034e-07
0.146681     	1.004305e-07
0.148665     	1.004670e-07
0.15065      	1.004828e-07
0.15263      	1.004898e-07
0.154609     	1.005127e-07
0.156585     	1.005344e-07
0.15856      	1.005522e-07
0.160535     	1.005686e-07
0.162506     	1.005906e-07
0.164476     	1.006217e-07
0.166442     	1.006525e-07
0.168408     	1.006764e-07
0.170369     	1.007038e-07
0.172331     	1.007282e-07
0.174287     	1.007535e-07
0.176244     	1.007752e-07
0.178196     	1.007762e-07
0.180148     	1.007953e-07
0.182095     	1.008510e-07
0.184043     	1.007878e-07
0.185986     	1.007884e-07
0.187928     	1.008083e-07
0.189866     	1.008231e-07
0.191805     	1.008314e-07
0.193743     	1.008457e-07
0.195676     	1.008565e-07
0.19761      	1.008711e-07
0.199543     	1.008893e-07
0.201472     	1.009037e-07
0.203401     	1.009064e-07
0.20533      	1.009231e-07
0.207254     	1.009133e-07
0.209178     	1.009163e-07
0.211102     	1.009269e-07
0.213021     	1.009225e-07
0.214941     	1.009313e-07
0.21686      	1.010075e-07
0.21878      	1.010368e-07
0.220695     	1.010674e-07
0.222609     	1.010937e-07
0.224524     	1.011197e-07
0.226434     	1.011515e-07
0.228344     	1.011802e-07
0.230254     	1.012065e-07
0.23216      	1.012429e-07
0.234065     	1.012759e-07
0.23597      	1.013131e-07
0.237875     	1.013497e-07
0.239776     	1.013803e-07
0.241677     	1.013778e-07
0.243577     	1.014066e-07
0.245478     	1.014609e-07
0.247373     	1.015093e-07
0.249269     	1.015523e-07
0.251165     	1.015919e-07
0.253061     	1.016281e-07
0.254957     	1.016780e-07
0.256848     	1.017269e-07
0.258739     	1.017713e-07
0.26063      	1.018117e-07
0.262521     	1.018705e-07
0.264412     	1.019407e-07
0.266298     	1.020121e-07
0.268184     	1.020966e-07
0.27007      	1.021782e-07
0.271956     	1.022754e-07
0.273842     	1.023884e-07
0.275728     	1.024786e-07
0.277614     	1.025861e-07
0.279496     	1.026910e-07
0.281377     	1.027883e-07
0.283258     	1.028831e-07
0.285139     	1.029860e-07
0.28702      	1.030828e-07
0.288902     	1.031921e-07
0.290783     	1.033060e-07
0.292664     	1.034418e-07
0.294545     	1.035255e-07
0.296426     	1.036114e-07
0.298308     	1.036847e-07
0.300189     	1.037804e-07
0.30207      	1.038729e-07
0.303951     	1.039769e-07
0.305833     	1.040816e-07
0.307714     	1.041814e-07
0.3096       	1.042390e-07
0.311486     	1.043090e-07
0.313373     	1.043315e-07
0.315259     	1.044098e-07
0.317145     	1.044670e-07
0.319032     	1.045388e-07
0.320918     	1.046274e-07
0.322804     	1.047122e-07
0.324691     	1.047968e-07
0.326577     	1.048520e-07
0.328463     	1.049244e-07
0.33035      	1.049932e-07
0.332236     	1.050818e-07
0.334117     	1.052073e-07
0.335998     	1.053284e-07
0.337879     	1.054595e-07
0.33976      	1.056107e-07
0.341641     	1.057810e-07
0.343522     	1.059566e-07
