# Region type : patch top
# Faces  :   1000
# Area   :   6.239977e-01
# Time       	sum(phiSub)
0.0119048    	1.272610e-14
0.0136413    	-2.418515e-15
0.0153687    	-9.873523e-16
0.0170962    	-5.400777e-16
0.0188297    	-1.076056e-15
0.0205632    	-8.279950e-16
0.0222967    	-5.308146e-16
0.0240302    	3.873293e-16
0.0257607    	4.731904e-16
0.027488     	1.030492e-16
0.0292154    	-4.439390e-16
0.0309397    	-7.390288e-16
0.032664     	-4.950179e-16
0.0343883    	-9.418724e-17
0.0361126    	-1.611247e-16
0.0378339    	5.950960e-16
0.0395551    	-2.001696e-16
0.0412763    	-9.034841e-17
0.0429975    	6.526495e-17
0.0447188    	-5.446874e-17
0.04644      	2.051896e-16
0.0481612    	7.392329e-17
0.0498794    	-3.174683e-16
0.0515975    	-8.169379e-16
0.0533156    	1.218790e-16
0.0550306    	-6.819939e-16
0.0567456    	2.703043e-16
0.0584575    	2.973480e-16
0.0601694    	7.992590e-17
0.0618782    	-1.491935e-16
0.063587     	-2.058478e-16
0.0652926    	-4.501149e-16
0.0669983    	-1.806863e-16
0.0687009    	1.020657e-16
0.0704034    	-4.560315e-16
0.072106     	-1.610721e-17
0.0738054    	1.011470e-17
0.0755049    	6.322426e-17
0.0772043    	2.525089e-17
0.0789006    	-2.437532e-16
0.0805969    	1.679095e-16
0.0822932    	4.870092e-16
0.0839896    	-4.626987e-17
0.0856827    	-7.488149e-17
0.0873759    	-1.523465e-16
0.0890691    	3.863274e-17
0.0907591    	-2.344552e-16
0.0924492    	-3.931381e-16
0.0941361    	-2.159705e-16
0.095823     	-6.112033e-17
0.0975067    	1.379848e-16
0.0991905    	-3.998874e-16
0.100871     	2.315778e-16
0.102549     	-7.329848e-16
0.104226     	7.298914e-16
0.1059       	-3.395550e-16
0.107572     	-1.671042e-16
0.109243     	-8.299024e-19
0.110911     	4.605359e-16
0.112576     	1.203879e-15
0.114241     	1.065223e-15
0.115903     	-5.181665e-17
0.117561     	-9.831570e-16
0.11922      	-4.194781e-16
0.120876     	-1.468485e-15
0.122528     	5.982038e-16
0.124181     	3.028423e-16
0.12583      	-6.075347e-16
0.127479     	3.083156e-16
0.129126     	-1.608411e-15
0.130769     	-8.637584e-16
0.132412     	-2.090002e-15
0.134052     	-1.015554e-15
0.135689     	-1.111523e-15
0.137326     	-7.872724e-16
0.13896      	-4.560113e-17
0.140591     	2.866504e-18
0.142218     	-4.454801e-16
0.143846     	-4.223276e-17
0.145471     	-9.978130e-16
0.147092     	-1.196845e-15
0.14871      	-3.928029e-16
0.150329     	-9.264305e-16
0.151944     	-4.449681e-16
0.153556     	-9.353276e-16
0.155169     	-1.687439e-16
0.156778     	-5.039447e-16
0.158387     	-9.818760e-16
0.159993     	-8.188603e-16
0.161596     	-4.000847e-16
0.163199     	-3.766364e-16
0.164799     	-1.279840e-17
0.166399     	-8.112216e-16
0.167996     	-5.809378e-16
0.169593     	-1.319829e-15
0.171187     	1.754488e-18
0.172781     	-1.731158e-15
0.174372     	-1.345738e-15
0.175963     	-4.994349e-16
0.177553     	-1.140253e-16
0.179141     	-5.840999e-16
0.180726     	-1.388944e-15
0.182311     	-1.211612e-15
0.183892     	-2.144612e-15
0.185474     	-2.261246e-18
0.187052     	-1.342577e-16
0.188631     	-5.369691e-16
0.190206     	-4.815958e-16
0.191782     	-4.812477e-16
0.193354     	-1.156224e-15
0.194927     	-8.275349e-16
0.196496     	6.691914e-16
0.198065     	-2.043731e-15
0.199635     	1.319099e-17
0.201201     	5.422595e-17
0.202767     	-1.074662e-15
0.20433      	-1.189461e-15
0.205894     	5.783345e-17
0.207457     	2.105209e-16
0.209017     	-2.038088e-15
0.210577     	-2.020417e-15
0.212137     	-1.733426e-15
0.213694     	-1.980326e-15
0.215251     	-4.385776e-16
0.216808     	-8.946944e-16
0.218362     	1.656470e-15
0.219916     	8.493479e-16
0.22147      	5.927411e-16
0.223024     	-5.088822e-16
0.224575     	1.079621e-16
0.226126     	-9.114290e-16
0.227677     	-7.333094e-16
0.229224     	-2.483642e-16
0.230772     	8.715664e-17
0.23232      	-4.829864e-16
0.233868     	2.931935e-16
0.235412     	-3.569918e-16
0.236957     	-2.446012e-16
0.238501     	1.041544e-15
0.240046     	-9.428772e-16
0.241591     	-1.046216e-15
0.243135     	-8.032110e-16
0.244677     	5.592000e-16
0.246218     	-5.449021e-16
0.24776      	-1.176168e-15
0.249301     	-1.821614e-15
0.250843     	-1.210779e-15
0.252384     	-1.603614e-15
0.253926     	-2.719904e-16
0.255467     	-1.233618e-15
0.257009     	-5.040948e-16
0.25855      	-1.408174e-15
0.260092     	-1.152084e-15
0.261636     	-1.604113e-15
0.263181     	-8.505198e-16
0.264726     	-8.006502e-16
0.26627      	-1.163481e-15
0.267815     	-9.498528e-16
0.26936      	-1.474342e-15
0.270901     	-6.556568e-16
0.272443     	-1.301590e-15
0.273984     	-2.896726e-16
0.275522     	-7.554791e-16
0.27706      	-1.258477e-15
0.278599     	-1.158947e-15
0.280133     	-2.322242e-16
0.281668     	-7.430701e-16
0.283203     	-7.710883e-16
0.284738     	-5.915206e-16
0.28627      	-7.745474e-16
0.287801     	-1.197399e-15
0.289333     	-9.401358e-16
0.290865     	-7.016929e-16
0.292396     	-8.083890e-16
0.293924     	-5.585062e-16
0.295453     	-1.091711e-15
0.296978     	-8.493654e-16
0.298503     	-1.415944e-15
0.300028     	2.367263e-16
0.301553     	-1.601689e-15
0.303074     	-2.826885e-16
0.304596     	-9.160145e-16
0.306114     	-9.948727e-16
0.307629     	-4.103057e-16
0.309145     	-1.479852e-15
0.310656     	-6.790204e-16
0.312168     	-1.561463e-15
0.313676     	-9.218317e-16
0.315185     	-1.337485e-15
0.316693     	-5.489435e-16
0.318198     	-9.864181e-16
0.319703     	-1.338819e-15
0.321208     	-1.085191e-15
0.322713     	-7.631255e-16
0.324219     	-8.079062e-16
0.32572      	5.587791e-18
0.327222     	-1.704478e-16
0.32872      	-5.160269e-16
0.330219     	-8.238526e-16
0.331714     	-4.268580e-16
0.333202     	6.902610e-17
0.334687     	-5.020123e-16
0.336166     	-8.762033e-16
0.337638     	-5.198932e-16
0.339103     	-9.242707e-16
0.340559     	-4.310641e-16
0.342008     	-4.999172e-16
0.343451     	-3.987337e-16
0.344885     	-7.930158e-16
0.346312     	-9.573740e-16
0.347733     	-5.388751e-16
0.349145     	-6.801067e-16
0.350551     	-4.133450e-16
0.35195      	-9.123993e-16
0.353344     	-1.253396e-15
0.354732     	-1.922804e-16
0.356113     	-7.547610e-16
0.357489     	-5.431792e-16
0.358859     	-6.799754e-16
0.360223     	-9.228180e-16
0.361582     	-6.834685e-16
0.362937     	-5.692445e-16
0.364287     	-1.056281e-16
0.365634     	-2.485290e-16
0.366975     	-8.390838e-16
0.368313     	2.026468e-17
0.369646     	-1.939671e-16
0.370976     	-2.583249e-16
0.372303     	5.857976e-17
0.373627     	-4.995274e-16
0.374948     	-2.458448e-16
0.376267     	-7.391578e-16
0.377583     	-5.673611e-16
0.378899     	-5.158653e-16
0.380212     	-2.486888e-16
0.381525     	-5.722242e-16
0.382835     	-7.828055e-16
0.384146     	-1.929494e-16
0.385456     	-4.737531e-16
0.386766     	-3.963566e-16
0.388077     	4.135977e-16
0.389387     	-5.277370e-16
0.390697     	-2.299551e-16
0.392008     	-5.348955e-16
0.393315     	1.888705e-16
0.394623     	-9.767092e-16
0.39593      	-3.648435e-16
0.397238     	-2.376187e-16
0.398542     	-3.084274e-16
0.399847     	2.881405e-17
0.401152     	-7.494331e-16
0.402456     	-7.733575e-16
0.403764     	-3.023803e-16
0.405071     	-2.182843e-17
0.406379     	-4.660442e-16
0.407687     	-7.042298e-16
0.408994     	-9.054245e-17
0.410302     	6.928966e-17
0.411609     	-8.814531e-17
0.412917     	-4.126016e-16
0.414221     	-8.274007e-16
0.415523     	9.608253e-17
0.416825     	-4.418395e-17
0.418124     	-7.876853e-17
0.419422     	-7.803239e-16
0.420721     	-8.762772e-16
0.42202      	-6.552239e-16
0.423319     	-1.916657e-16
0.424618     	-9.086008e-16
0.425917     	-7.718151e-16
0.427215     	-3.255987e-16
0.428517     	-3.464837e-16
0.429819     	-4.032753e-16
0.431124     	-8.938300e-16
0.432429     	-2.508316e-16
0.433736     	-3.251254e-16
0.435044     	-5.577335e-16
0.436352     	-2.892493e-16
0.43766      	-2.519484e-16
0.438967     	4.402769e-17
0.440275     	-3.116109e-16
0.441583     	-6.726199e-16
0.442894     	-5.553572e-16
0.444205     	-8.075195e-16
0.445515     	2.821461e-17
0.446826     	-2.894349e-17
0.448137     	-1.939732e-16
0.449448     	-3.990720e-16
0.450759     	-3.832533e-16
0.45207      	3.510736e-16
0.453384     	-6.174110e-16
0.454698     	-5.867905e-16
0.456012     	-2.172798e-16
0.457329     	1.745646e-16
0.458646     	-4.280189e-16
0.459966     	-4.243637e-16
0.461287     	2.312704e-16
0.46261      	-2.012717e-16
0.463934     	-7.712421e-16
0.465261     	-2.860850e-16
0.466588     	-2.186533e-16
0.467918     	-7.470809e-16
0.469248     	-9.311430e-16
0.470578     	-1.920093e-16
