# Region type : patch top
# Faces  :   1000
# Area   :   6.239977e-01
# Time       	sumDirection(phiSub)
0.0119048    	9.700261e-06
0.0136413    	7.210684e-07
0.0153687    	3.925670e-07
0.0170962    	2.065428e-07
0.0188297    	1.805339e-07
0.0205632    	1.617222e-07
0.0222967    	1.500317e-07
0.0240302    	1.419134e-07
0.0257607    	1.362095e-07
0.027488     	1.320103e-07
0.0292154    	1.288248e-07
0.0309397    	1.263714e-07
0.032664     	1.245086e-07
0.0343883    	1.229030e-07
0.0361126    	1.218142e-07
0.0378339    	1.210730e-07
0.0395551    	1.204090e-07
0.0412763    	1.200192e-07
0.0429975    	1.197620e-07
0.0447188    	1.195921e-07
0.04644      	1.193465e-07
0.0481612    	1.192998e-07
0.0498794    	1.192735e-07
0.0515975    	1.192456e-07
0.0533156    	1.192548e-07
0.0550306    	1.192619e-07
0.0567456    	1.192962e-07
0.0584575    	1.192443e-07
0.0601694    	1.192817e-07
0.0618782    	1.193481e-07
0.063587     	1.194580e-07
0.0652926    	1.194263e-07
0.0669983    	1.194563e-07
0.0687009    	1.194130e-07
0.0704034    	1.195152e-07
0.072106     	1.196097e-07
0.0738054    	1.196638e-07
0.0755049    	1.197070e-07
0.0772043    	1.197539e-07
0.0789006    	1.197569e-07
0.0805969    	1.197446e-07
0.0822932    	1.197299e-07
0.0839896    	1.197465e-07
0.0856827    	1.197936e-07
0.0873759    	1.198222e-07
0.0890691    	1.198526e-07
0.0907591    	1.198665e-07
0.0924492    	1.199014e-07
0.0941361    	1.199696e-07
0.095823     	1.198145e-07
0.0975067    	1.196514e-07
0.0991905    	1.195622e-07
0.100871     	1.195081e-07
0.102549     	1.194856e-07
0.104226     	1.194203e-07
0.1059       	1.193304e-07
0.107572     	1.192524e-07
0.109243     	1.191796e-07
0.110911     	1.191147e-07
0.112576     	1.191236e-07
0.114241     	1.191695e-07
0.115903     	1.192454e-07
0.117561     	1.193079e-07
0.11922      	1.193799e-07
0.120876     	1.194634e-07
0.122528     	1.195713e-07
0.124181     	1.196684e-07
0.12583      	1.197297e-07
0.127479     	1.198632e-07
0.129126     	1.199338e-07
0.130769     	1.200518e-07
0.132412     	1.201338e-07
0.134052     	1.202582e-07
0.135689     	1.203872e-07
0.137326     	1.205982e-07
0.13896      	1.207956e-07
0.140591     	1.210016e-07
0.142218     	1.211947e-07
0.143846     	1.213735e-07
0.145471     	1.215491e-07
0.147092     	1.217229e-07
0.14871      	1.219180e-07
0.150329     	1.221276e-07
0.151944     	1.223179e-07
0.153556     	1.225347e-07
0.155169     	1.227620e-07
0.156778     	1.229658e-07
0.158387     	1.231499e-07
0.159993     	1.233597e-07
0.161596     	1.235640e-07
0.163199     	1.237515e-07
0.164799     	1.239472e-07
0.166399     	1.241340e-07
0.167996     	1.243362e-07
0.169593     	1.245509e-07
0.171187     	1.247729e-07
0.172781     	1.249573e-07
0.174372     	1.251752e-07
0.175963     	1.253395e-07
0.177553     	1.255609e-07
0.179141     	1.257729e-07
0.180726     	1.260026e-07
0.182311     	1.261944e-07
0.183892     	1.264555e-07
0.185474     	1.266759e-07
0.187052     	1.269149e-07
0.188631     	1.271631e-07
0.190206     	1.274281e-07
0.191782     	1.276922e-07
0.193354     	1.279695e-07
0.194927     	1.282311e-07
0.196496     	1.285685e-07
0.198065     	1.289227e-07
0.199635     	1.292466e-07
