# Region type : patch bottom
# Faces  :   1000
# Area   :   6.239977e-01
# Time       	sumDirection(phi)
0.0119048    	0.000000e+00
0.0132083    	4.028264e-06
0.0145102    	3.676975e-07
0.015812     	1.627729e-07
0.0171173    	1.030505e-07
0.0184226    	9.057612e-08
0.0197261    	8.321474e-08
0.0210297    	7.854649e-08
0.0223315    	7.534381e-08
0.0236316    	7.303434e-08
0.02493      	7.130500e-08
0.0262266    	6.993752e-08
0.0275232    	6.893025e-08
0.0288181    	6.812337e-08
0.030113     	6.748849e-08
0.031408     	6.705703e-08
0.0327029    	6.666997e-08
0.0339978    	6.635567e-08
0.0352927    	6.627347e-08
0.0365876    	6.620252e-08
0.0378825    	6.622931e-08
0.0391774    	6.617723e-08
0.0404706    	6.623247e-08
0.0417637    	6.615068e-08
0.0430552    	6.619759e-08
0.0443466    	6.621690e-08
0.0456363    	6.623900e-08
0.0469259    	6.632203e-08
0.0482139    	6.639277e-08
0.0495001    	6.650385e-08
0.0507845    	6.656842e-08
0.052069     	6.667181e-08
0.0533517    	6.676471e-08
0.0546327    	6.691917e-08
0.0559137    	6.707096e-08
0.0571929    	6.721350e-08
0.0584722    	6.734548e-08
0.0597497    	6.736999e-08
0.0610272    	6.735659e-08
0.062303     	6.738700e-08
0.0635788    	6.744242e-08
0.0648546    	6.749794e-08
0.0661286    	6.755733e-08
0.0674026    	6.762947e-08
0.0686749    	6.769554e-08
0.0699472    	6.772661e-08
0.0712178    	6.773214e-08
0.0724866    	6.776027e-08
0.0737537    	6.778977e-08
0.0750208    	6.781421e-08
0.0762862    	6.779321e-08
0.0775498    	6.777835e-08
0.0788117    	6.778251e-08
0.0800719    	6.785284e-08
0.0813303    	6.779280e-08
0.0825871    	6.769426e-08
0.0838421    	6.767989e-08
0.0850954    	6.769967e-08
0.086347     	6.770522e-08
0.0875968    	6.771490e-08
0.088845     	6.774243e-08
0.0900914    	6.778858e-08
0.0913362    	6.783539e-08
0.0925792    	6.789400e-08
0.0938206    	6.796571e-08
0.0950602    	6.806147e-08
0.0962998    	6.818692e-08
0.0975378    	6.834676e-08
0.098774     	6.849793e-08
0.100009     	6.865267e-08
0.101241     	6.876877e-08
0.102473     	6.890476e-08
0.103702     	6.902757e-08
0.104928     	6.917063e-08
0.106153     	6.930782e-08
0.107375     	6.945251e-08
0.108597     	6.961051e-08
0.109816     	6.973166e-08
0.111032     	6.986982e-08
0.112247     	7.001325e-08
0.113459     	7.015579e-08
0.11467      	7.029813e-08
0.11588      	7.044078e-08
0.117088     	7.058169e-08
0.118294     	7.074687e-08
0.119498     	7.094075e-08
0.120701     	7.113909e-08
0.121903     	7.131868e-08
0.123102     	7.152232e-08
0.1243       	7.169949e-08
0.125496     	7.187195e-08
0.126691     	7.205827e-08
0.127884     	7.224446e-08
0.129075     	7.242516e-08
0.130265     	7.260950e-08
0.131453     	7.280283e-08
0.13264      	7.303350e-08
0.133825     	7.328238e-08
0.135008     	7.348735e-08
0.136188     	7.372376e-08
0.137367     	7.395854e-08
0.138544     	7.422093e-08
0.139719     	7.447788e-08
0.140892     	7.474086e-08
0.142065     	7.500162e-08
0.143235     	7.523757e-08
0.144404     	7.551371e-08
0.145573     	7.576172e-08
0.14674      	7.600104e-08
0.147906     	7.624871e-08
0.14907      	7.649989e-08
0.150234     	7.674249e-08
0.151396     	7.697850e-08
0.152557     	7.722822e-08
0.153718     	7.748365e-08
0.154877     	7.772653e-08
0.156036     	7.798411e-08
0.157194     	7.822396e-08
0.158352     	7.847289e-08
0.159508     	7.873703e-08
0.160664     	7.901463e-08
0.161819     	7.926392e-08
0.162973     	7.951985e-08
0.164126     	7.978135e-08
0.165279     	8.005716e-08
0.16643      	8.030094e-08
0.167582     	8.054077e-08
0.168731     	8.078715e-08
0.16988      	8.103622e-08
0.171028     	8.127581e-08
0.172174     	8.150520e-08
0.173321     	8.173229e-08
0.174466     	8.196382e-08
0.175611     	8.217598e-08
0.176754     	8.237420e-08
0.177898     	8.256363e-08
0.179039     	8.273955e-08
0.180181     	8.293258e-08
0.181322     	8.310367e-08
0.182462     	8.327156e-08
0.183602     	8.344793e-08
0.184741     	8.361771e-08
0.185879     	8.378307e-08
0.187018     	8.394454e-08
0.188155     	8.411165e-08
0.189292     	8.424462e-08
0.190429     	8.440706e-08
0.191566     	8.451080e-08
0.192703     	8.463193e-08
0.193838     	8.471799e-08
0.194974     	8.483599e-08
0.196109     	8.497156e-08
0.197245     	8.504826e-08
0.198379     	8.512850e-08
0.199512     	8.522854e-08
0.200646     	8.532638e-08
0.20178      	8.546390e-08
0.202914     	8.557115e-08
0.204046     	8.566372e-08
0.205177     	8.574955e-08
0.206306     	8.587316e-08
0.207435     	8.597199e-08
0.208562     	8.604018e-08
0.209688     	8.609962e-08
0.210812     	8.615013e-08
0.211936     	8.620787e-08
0.213059     	8.627425e-08
0.21418      	8.633781e-08
0.215301     	8.638563e-08
0.21642      	8.644094e-08
0.21754      	8.651326e-08
0.218658     	8.657465e-08
0.219774     	8.663308e-08
0.22089      	8.673358e-08
0.222005     	8.681650e-08
0.223118     	8.692464e-08
0.224229     	8.700358e-08
0.225339     	8.709585e-08
0.226447     	8.722059e-08
0.227554     	8.733416e-08
0.228659     	8.743221e-08
0.229762     	8.754234e-08
0.230866     	8.770041e-08
0.231968     	8.787755e-08
0.23307      	8.809723e-08
0.23417      	8.834968e-08
0.235269     	8.854262e-08
0.236366     	8.855696e-08
0.23746      	8.853941e-08
0.238552     	8.851508e-08
0.239643     	8.870469e-08
0.240733     	8.891950e-08
0.241822     	8.914864e-08
0.24291      	8.941193e-08
0.243996     	8.968819e-08
0.245082     	8.998647e-08
0.246167     	9.029042e-08
0.247252     	9.057435e-08
0.248336     	9.081377e-08
0.249419     	9.105686e-08
0.250502     	9.134883e-08
0.251584     	9.163442e-08
0.252664     	9.191487e-08
0.253744     	9.219107e-08
0.254822     	9.254647e-08
0.255901     	9.288956e-08
0.256979     	9.329493e-08
0.258057     	9.358151e-08
0.259136     	9.383807e-08
0.260211     	9.414359e-08
0.261285     	9.461980e-08
0.262352     	9.493506e-08
0.263414     	9.531378e-08
0.264469     	9.559658e-08
0.265518     	9.598887e-08
0.266562     	9.641571e-08
0.267599     	9.679711e-08
0.26863      	9.707285e-08
0.269658     	9.734537e-08
0.270679     	9.764058e-08
0.271695     	9.797132e-08
0.272706     	9.834008e-08
0.273714     	9.874276e-08
0.274716     	9.913740e-08
0.275713     	9.953261e-08
0.276707     	9.983738e-08
0.277696     	1.001353e-07
0.278683     	1.004486e-07
0.279666     	1.007203e-07
0.280644     	1.009728e-07
0.28162      	1.012825e-07
0.282594     	1.015569e-07
0.283565     	1.018138e-07
0.284533     	1.020750e-07
0.285498     	1.024039e-07
0.286463     	1.027744e-07
0.287424     	1.031896e-07
0.288385     	1.035719e-07
0.289344     	1.039421e-07
0.290301     	1.043260e-07
0.291258     	1.047181e-07
0.292214     	1.050343e-07
0.293169     	1.052892e-07
0.294125     	1.056108e-07
0.295077     	1.058922e-07
0.296029     	1.061669e-07
0.296977     	1.064471e-07
0.297925     	1.067269e-07
0.29887      	1.070671e-07
0.299813     	1.073648e-07
0.300756     	1.075435e-07
0.301697     	1.076977e-07
0.302638     	1.078310e-07
0.303578     	1.080593e-07
0.304518     	1.082909e-07
0.305456     	1.085225e-07
0.306395     	1.086595e-07
0.307333     	1.086685e-07
0.308272     	1.088149e-07
0.309212     	1.089608e-07
0.310152     	1.091070e-07
0.311093     	1.092976e-07
0.312034     	1.094039e-07
0.312975     	1.095058e-07
0.313915     	1.096045e-07
0.314855     	1.097320e-07
0.315795     	1.098105e-07
0.316733     	1.099114e-07
0.317672     	1.100023e-07
0.318611     	1.101336e-07
0.319551     	1.102747e-07
0.320491     	1.103347e-07
0.321432     	1.104032e-07
0.322375     	1.103453e-07
0.323316     	1.103531e-07
0.324257     	1.102633e-07
0.325198     	1.101821e-07
0.326141     	1.101329e-07
0.327083     	1.100558e-07
0.328026     	1.100635e-07
0.328969     	1.100809e-07
0.329913     	1.100710e-07
