# Region type : patch bottom
# Faces  :   1000
# Area   :   6.239977e-01
# Time       	sum(phi)
0.0119048    	0.000000e+00
0.014505     	2.411231e-22
0.017133     	-6.927638e-24
0.019747     	-3.043766e-24
0.022368     	3.605990e-24
0.024989     	5.486534e-24
0.02761      	9.241158e-25
0.030231     	6.583518e-24
0.032852     	5.397677e-24
0.0354659    	1.630329e-24
0.0380798    	9.198345e-24
0.0406867    	-3.182707e-24
0.0432935    	-1.030906e-23
0.0459003    	1.366787e-24
0.0485071    	-2.859589e-25
0.051114     	-2.507391e-24
0.0537137    	-2.668950e-24
0.0563133    	5.137567e-25
0.058913     	-2.210123e-24
0.0615127    	-1.008126e-24
0.0641124    	2.109957e-24
0.0667121    	-4.746595e-24
0.0693118    	5.118180e-24
0.0719115    	1.951629e-24
0.0745039    	-1.515421e-24
0.0770963    	2.950062e-24
0.0796887    	3.980807e-24
0.0822812    	2.959756e-24
0.0848663    	5.150492e-24
0.0874514    	2.898363e-24
0.0900365    	-8.401053e-26
0.0926143    	-4.685203e-25
0.0951921    	3.761087e-24
0.0977699    	-2.261822e-26
0.10034      	1.101830e-24
0.102911     	-2.643101e-24
0.105481     	-3.089003e-24
0.108052     	-5.761184e-24
0.110615     	1.634974e-24
0.113178     	1.470184e-24
0.115741     	2.504160e-24
0.118304     	-3.341034e-24
0.120867     	2.403994e-24
0.12343      	1.279545e-24
0.125993     	2.698031e-24
0.128549     	-8.239494e-25
0.131104     	-1.357093e-24
0.13366      	-4.753057e-24
0.136216     	-5.347593e-24
0.138771     	1.505727e-24
0.141319     	-6.145693e-24
0.143867     	-3.124546e-24
0.146415     	2.077645e-24
0.148963     	-4.743364e-24
0.151504     	-2.940369e-25
0.154044     	-1.987172e-24
0.156584     	-2.423381e-24
0.159117     	3.618915e-25
0.16165      	-8.497988e-25
0.164183     	3.942033e-25
0.166708     	2.649563e-25
0.169233     	2.588171e-24
0.171758     	9.838926e-24
0.174276     	4.206989e-24
0.176793     	1.428179e-24
0.17931      	2.869283e-24
0.18182      	-6.074608e-25
0.18433      	-3.938801e-24
0.18684      	2.006559e-24
0.189342     	2.394300e-24
0.191844     	7.325072e-24
0.194346     	1.092137e-24
0.19684      	-9.467341e-25
0.199334     	-1.941936e-24
0.201829     	6.785466e-26
0.204323     	7.108583e-25
0.206809     	-5.008320e-25
0.209296     	-2.778810e-25
0.211782     	3.308722e-24
0.214269     	-5.932436e-24
0.216748     	4.523644e-25
0.219226     	2.229510e-24
0.221705     	6.106919e-25
0.224184     	1.783608e-24
0.226654     	-6.804853e-24
0.229125     	4.394397e-25
0.231596     	-5.732103e-24
0.234067     	-1.208459e-24
0.236529     	-2.668950e-24
0.238992     	1.382943e-24
0.241455     	-5.205422e-24
0.243918     	2.546165e-24
0.246381     	-2.229510e-25
0.248835     	-2.193967e-24
0.25129      	1.101830e-24
0.253745     	-4.378241e-24
0.2562       	2.203661e-24
0.258655     	-5.535002e-24
0.261109     	3.622146e-24
0.263556     	1.735141e-24
0.266003     	-2.216586e-24
0.268449     	-4.058355e-24
0.270896     	9.790458e-24
0.273343     	2.326445e-24
0.275789     	-2.203661e-24
0.278236     	1.286007e-24
0.280674     	4.601192e-24
0.283113     	1.822382e-24
0.285551     	1.021051e-24
0.287989     	-3.004992e-24
0.290428     	-4.885535e-24
0.292866     	1.412023e-24
0.295305     	-6.979336e-25
0.297743     	2.378144e-24
0.300181     	-1.143836e-24
0.30262      	1.059825e-24
0.30505      	1.754528e-24
0.30748      	2.814353e-24
0.30991      	-3.353959e-24
0.312339     	2.475079e-24
0.314769     	1.441104e-24
0.317199     	-1.292470e-25
0.319629     	-2.339370e-24
0.322059     	4.995395e-24
0.324489     	-9.305782e-25
0.326919     	-8.291193e-24
0.329349     	-5.732103e-24
0.331779     	9.176535e-25
0.334208     	2.151962e-24
0.336638     	-8.077936e-24
0.339068     	5.577007e-24
0.341498     	3.877409e-26
0.343928     	-3.089003e-24
0.346358     	2.009790e-24
0.348788     	1.240771e-24
0.351218     	-6.714380e-24
0.353648     	-2.365220e-24
0.356078     	-1.105062e-24
0.358507     	7.024573e-24
0.360937     	8.284731e-24
0.363367     	-5.299126e-25
0.365797     	-7.373540e-24
0.368227     	-3.935570e-24
0.370657     	-2.067952e-25
0.373087     	-3.858022e-24
0.375517     	-5.105255e-24
0.377947     	-3.037304e-25
0.380377     	6.462349e-25
0.382806     	1.441104e-24
0.385236     	-7.625571e-24
0.387666     	7.948689e-25
0.390096     	4.685203e-24
0.392526     	-6.229704e-24
0.394966     	-2.403994e-24
0.397405     	-1.094722e-23
