# Region type : patch bottom
# Faces  :   1000
# Area   :   6.239977e-01
# Time       	sumDirection(phi)
0.0119048    	0.000000e+00
0.0133951    	3.690350e-06
0.0148787    	3.121102e-07
0.0163646    	1.494020e-07
0.0178527    	8.871881e-08
0.0193408    	7.829889e-08
0.0208289    	7.169636e-08
0.0223147    	6.733611e-08
0.0238006    	6.432859e-08
0.0252842    	6.215896e-08
0.0267655    	6.048971e-08
0.0282468    	5.922554e-08
0.0297259    	5.825650e-08
0.031205     	5.749775e-08
0.032684     	5.692774e-08
0.0341631    	5.644549e-08
0.0356422    	5.607618e-08
0.037119     	5.588097e-08
0.0385958    	5.569674e-08
0.0400726    	5.559845e-08
0.0415494    	5.556652e-08
0.0430263    	5.550782e-08
0.0445031    	5.547769e-08
0.0459776    	5.544099e-08
0.0474521    	5.543075e-08
0.0489244    	5.546229e-08
0.0503966    	5.549249e-08
0.0518666    	5.552742e-08
0.0533366    	5.559716e-08
0.0548043    	5.559112e-08
0.0562697    	5.562425e-08
0.0577351    	5.567984e-08
0.0591983    	5.578608e-08
0.0606614    	5.593052e-08
0.0621223    	5.606650e-08
0.0635831    	5.612783e-08
0.0650417    	5.613392e-08
0.0665003    	5.617773e-08
0.0679566    	5.621767e-08
0.069413     	5.624469e-08
0.0708693    	5.626125e-08
0.0723233    	5.626406e-08
0.0737774    	5.629327e-08
0.0752314    	5.630369e-08
0.0766832    	5.630618e-08
0.0781349    	5.633273e-08
0.0795844    	5.634206e-08
0.0810339    	5.633957e-08
0.082481     	5.635230e-08
0.083926     	5.636448e-08
0.0853709    	5.637830e-08
0.0868135    	5.640856e-08
0.0882539    	5.631942e-08
0.0896919    	5.621611e-08
0.0911278    	5.617891e-08
0.0925636    	5.615424e-08
0.0939971    	5.613866e-08
0.0954284    	5.614197e-08
0.0968574    	5.614162e-08
0.0982842    	5.612481e-08
0.0997087    	5.613405e-08
0.101133     	5.615986e-08
0.102555     	5.618607e-08
0.103975     	5.622992e-08
0.105393     	5.630366e-08
0.106811     	5.637138e-08
0.108227     	5.644895e-08
0.10964      	5.654166e-08
0.111051     	5.661531e-08
0.11246      	5.670996e-08
0.113868     	5.678785e-08
0.115275     	5.687162e-08
0.116679     	5.696056e-08
0.118081     	5.706672e-08
0.119481     	5.714731e-08
0.120879     	5.726448e-08
0.122274     	5.737269e-08
0.123668     	5.747388e-08
0.125059     	5.757380e-08
0.126447     	5.766978e-08
0.127834     	5.776537e-08
0.129218     	5.785668e-08
0.130603     	5.795344e-08
0.131985     	5.805827e-08
0.133365     	5.817557e-08
0.134743     	5.827841e-08
0.136118     	5.839044e-08
0.137492     	5.850863e-08
0.138865     	5.861602e-08
0.140236     	5.871796e-08
0.141605     	5.884135e-08
0.142972     	5.897544e-08
0.144339     	5.910077e-08
0.145704     	5.922157e-08
0.147066     	5.933985e-08
0.148429     	5.947107e-08
0.149789     	5.959835e-08
0.151147     	5.969966e-08
0.152506     	5.979630e-08
