# Region type : patch top
# Faces  :   1000
# Area   :   6.239977e-01
# Time       	sum(phiSub)
0.0119048    	-2.780858e-14
0.0133951    	-3.054434e-15
0.0148787    	-7.233494e-16
0.0163646    	1.127992e-15
0.0178527    	7.473328e-17
0.0193408    	-8.544334e-16
0.0208289    	-2.449368e-16
0.0223147    	3.947263e-16
0.0238006    	5.077091e-16
0.0252842    	6.965728e-16
0.0267655    	6.465527e-16
0.0282468    	-3.743993e-16
0.0297259    	-9.588717e-16
0.031205     	-6.549759e-16
0.032684     	-5.313819e-16
0.0341631    	-5.792205e-16
0.0356422    	4.717791e-16
0.037119     	-2.786524e-16
0.0385958    	1.024580e-15
0.0400726    	9.820085e-16
0.0415494    	3.825087e-16
0.0430263    	5.050275e-16
0.0445031    	3.130030e-16
0.0459776    	-6.381122e-16
0.0474521    	-6.349097e-16
0.0489244    	-5.061316e-16
0.0503966    	-4.393966e-16
0.0518666    	1.381341e-16
0.0533366    	-5.183770e-16
0.0548043    	-5.495892e-16
0.0562697    	-8.317253e-16
0.0577351    	-1.063583e-15
0.0591983    	-1.273797e-15
0.0606614    	-1.227108e-15
0.0621223    	-1.191193e-15
0.0635831    	-8.005848e-16
0.0650417    	-1.081187e-15
0.0665003    	-8.630404e-16
0.0679566    	-8.168395e-16
0.069413     	-1.276577e-15
0.0708693    	-3.596210e-16
0.0723233    	-1.245688e-15
0.0737774    	-4.967786e-16
0.0752314    	-6.466924e-16
0.0766832    	-1.042682e-15
0.0781349    	-6.318959e-16
0.0795844    	-1.233294e-15
0.0810339    	-1.233948e-15
0.082481     	-1.545974e-15
0.083926     	-1.167346e-15
0.0853709    	-1.048058e-15
0.0868135    	2.362255e-15
0.0882539    	-2.316882e-16
0.0896919    	-1.769463e-15
0.0911278    	-1.847137e-15
0.0925636    	-8.288977e-16
0.0939971    	-5.259360e-16
0.0954284    	-4.096251e-16
0.0968574    	-1.322314e-15
0.0982842    	-4.873429e-16
0.0997087    	-1.239137e-15
0.101133     	-8.397016e-16
0.102555     	-6.512920e-16
0.103975     	-9.833727e-17
0.105393     	-8.749648e-16
0.106811     	-9.967772e-16
0.108227     	-1.495776e-15
0.10964      	1.253788e-15
0.111051     	-1.241731e-15
0.11246      	-6.628276e-16
0.113868     	-3.613365e-16
0.115275     	-2.948127e-16
0.116679     	4.111451e-16
0.118081     	-8.383545e-16
0.119481     	-6.206091e-16
0.120879     	-4.259777e-16
0.122274     	5.944716e-16
0.123668     	4.919169e-17
0.125059     	-9.020766e-16
0.126447     	-1.073288e-15
0.127834     	-1.080090e-15
0.129218     	-1.108211e-15
0.130603     	-7.706239e-16
0.131985     	-9.244133e-16
0.133365     	1.059789e-15
0.134743     	-4.733347e-16
0.136118     	-1.471420e-15
0.137492     	-1.065796e-15
0.138865     	-1.001580e-15
0.140236     	-1.107466e-15
0.141605     	-1.712923e-16
0.142972     	-5.720406e-17
0.144339     	-5.600768e-16
0.145704     	-3.979208e-16
0.147066     	-8.238295e-16
0.148429     	-3.521004e-16
0.149789     	-1.146318e-15
0.151147     	-1.025781e-15
0.152506     	-8.857588e-16
0.153862     	-1.545150e-15
0.155215     	-1.098272e-15
0.156567     	-1.700345e-15
0.157917     	-5.858592e-16
0.159266     	-1.188331e-15
0.160613     	-1.391812e-15
0.161959     	-3.141449e-16
0.163304     	-1.062982e-15
0.164647     	7.566778e-17
0.165988     	-1.105524e-15
0.167328     	-1.343744e-15
0.168667     	-9.744370e-16
0.170004     	-1.448131e-15
0.17134      	1.196464e-15
0.172675     	3.651190e-16
0.174009     	-1.110808e-15
0.175341     	-1.296078e-15
0.176673     	-9.634747e-16
0.178004     	5.090927e-16
0.179334     	-5.418738e-16
0.180662     	-1.246417e-15
0.18199      	9.622482e-16
0.183315     	1.684418e-16
0.184641     	-2.546915e-16
0.185965     	-3.211416e-17
0.187288     	-7.667431e-16
0.188612     	-6.075833e-16
0.189934     	-4.360459e-16
0.191255     	-4.167456e-16
0.192574     	-1.202882e-15
0.193894     	-6.798326e-16
0.195211     	4.091207e-16
0.196528     	-9.857750e-16
0.197845     	-8.555846e-16
0.19916      	1.350479e-15
0.200475     	-1.265615e-15
0.201788     	-8.423626e-16
0.203101     	-1.236619e-15
0.204414     	-6.203602e-16
0.205727     	1.131571e-15
0.207037     	6.301707e-16
0.208348     	-1.191498e-15
0.209659     	-9.760341e-16
0.210969     	-1.287033e-15
0.212278     	-1.066726e-16
