# Region type : patch top
# Faces  :   1000
# Area   :   6.239977e-01
# Time       	sumDirection(phiSub)
0.0119048    	8.817715e-06
0.0139894    	7.693448e-07
0.0160608    	3.126687e-07
0.0181323    	1.695478e-07
0.0202081    	1.550555e-07
0.0222839    	1.377960e-07
0.0243597    	1.286870e-07
0.0264356    	1.214509e-07
0.0285114    	1.167427e-07
0.0305828    	1.131665e-07
0.0326542    	1.104514e-07
0.0347212    	1.083499e-07
0.0367882    	1.066371e-07
0.0388551    	1.053377e-07
0.0409221    	1.042486e-07
0.0429891    	1.033771e-07
0.0450561    	1.027021e-07
0.0471186    	1.020863e-07
0.0491811    	1.016010e-07
0.0512436    	1.011347e-07
0.0533061    	1.008519e-07
0.0553687    	1.006278e-07
0.0574312    	1.004460e-07
0.0594937    	1.002792e-07
0.0615517    	1.000057e-07
0.0636097    	9.973150e-08
0.0656677    	9.960874e-08
0.0677212    	9.953433e-08
0.0697746    	9.943058e-08
0.0718281    	9.936158e-08
0.0738771    	9.927516e-08
0.075926     	9.924566e-08
0.0779704    	9.923297e-08
0.0800148    	9.923909e-08
0.0820592    	9.924495e-08
0.0840991    	9.927697e-08
0.086139     	9.930088e-08
0.0881788    	9.927267e-08
0.0902187    	9.926568e-08
0.092254     	9.929722e-08
0.0942893    	9.930850e-08
0.0963246    	9.932446e-08
0.0983599    	9.935894e-08
0.100395     	9.939380e-08
0.102426     	9.942602e-08
0.104457     	9.946898e-08
0.106487     	9.952247e-08
0.108518     	9.953074e-08
0.110544     	9.947452e-08
0.11257      	9.946044e-08
0.114596     	9.946657e-08
0.116618     	9.945861e-08
0.118639     	9.943983e-08
0.120656     	9.942693e-08
0.122673     	9.943581e-08
0.124685     	9.940967e-08
0.126697     	9.938994e-08
0.128705     	9.938708e-08
0.130713     	9.938260e-08
0.132716     	9.938357e-08
0.134719     	9.939348e-08
0.136717     	9.937917e-08
0.138715     	9.937883e-08
0.140709     	9.938409e-08
0.142703     	9.940239e-08
0.144692     	9.943326e-08
0.146681     	9.945911e-08
0.148665     	9.949444e-08
0.15065      	9.950866e-08
0.15263      	9.951392e-08
0.154609     	9.953535e-08
0.156585     	9.955562e-08
0.15856      	9.957191e-08
0.160535     	9.958709e-08
0.162506     	9.960789e-08
0.164476     	9.963775e-08
0.166442     	9.966717e-08
0.168408     	9.968983e-08
0.170369     	9.971593e-08
0.172331     	9.973924e-08
0.174287     	9.976332e-08
0.176244     	9.978383e-08
0.178196     	9.978360e-08
0.180148     	9.980146e-08
0.182095     	9.985583e-08
0.184043     	9.979196e-08
0.185986     	9.979133e-08
0.187928     	9.980981e-08
0.189866     	9.982339e-08
0.191805     	9.983052e-08
0.193743     	9.984357e-08
0.195676     	9.985340e-08
0.19761      	9.986666e-08
0.199543     	9.988381e-08
0.201472     	9.989672e-08
0.203401     	9.989818e-08
0.20533      	9.991376e-08
0.207254     	9.990265e-08
0.209178     	9.990449e-08
0.211102     	9.991406e-08
0.213021     	9.990849e-08
0.214941     	9.991593e-08
0.21686      	9.999042e-08
0.21878      	1.000182e-07
0.220695     	1.000476e-07
0.222609     	1.000725e-07
0.224524     	1.000972e-07
0.226434     	1.001278e-07
0.228344     	1.001548e-07
0.230254     	1.001797e-07
0.23216      	1.002150e-07
0.234065     	1.002466e-07
0.23597      	1.002822e-07
0.237875     	1.003174e-07
0.239776     	1.003469e-07
0.241677     	1.003432e-07
0.243577     	1.003707e-07
0.245478     	1.004235e-07
0.247373     	1.004705e-07
0.249269     	1.005121e-07
0.251165     	1.005501e-07
0.253061     	1.005851e-07
0.254957     	1.006334e-07
0.256848     	1.006809e-07
0.258739     	1.007238e-07
0.26063      	1.007626e-07
0.262521     	1.008201e-07
0.264412     	1.008888e-07
0.266298     	1.009588e-07
0.268184     	1.010417e-07
0.27007      	1.011218e-07
0.271956     	1.012174e-07
0.273842     	1.013288e-07
0.275728     	1.014177e-07
0.277614     	1.015238e-07
0.279496     	1.016267e-07
0.281377     	1.017224e-07
0.283258     	1.018154e-07
0.285139     	1.019165e-07
0.28702      	1.020115e-07
0.288902     	1.021185e-07
0.290783     	1.022306e-07
0.292664     	1.023639e-07
0.294545     	1.024462e-07
0.296426     	1.025302e-07
0.298308     	1.026022e-07
0.300189     	1.026960e-07
0.30207      	1.027867e-07
0.303951     	1.028886e-07
0.305833     	1.029912e-07
0.307714     	1.030889e-07
0.3096       	1.031451e-07
0.311486     	1.032131e-07
0.313373     	1.032342e-07
0.315259     	1.033103e-07
