# Region type : patch top
# Faces  :   1000
# Area   :   6.239977e-01
# Time       	sumDirection(phiSub)
0.0119048    	1.467202e-05
0.0133951    	1.172901e-06
0.0148787    	5.713877e-07
0.0163646    	3.475395e-07
0.0178527    	3.075031e-07
0.0193408    	2.791290e-07
0.0208289    	2.607439e-07
0.0223147    	2.481840e-07
0.0238006    	2.392594e-07
0.0252842    	2.324251e-07
0.0267655    	2.272144e-07
0.0282468    	2.231921e-07
0.0297259    	2.200628e-07
0.031205     	2.176601e-07
0.032684     	2.156534e-07
0.0341631    	2.141466e-07
0.0356422    	2.132774e-07
0.037119     	2.124208e-07
0.0385958    	2.119663e-07
0.0400726    	2.117152e-07
0.0415494    	2.114495e-07
0.0430263    	2.112573e-07
0.0445031    	2.110194e-07
0.0459776    	2.109669e-07
0.0474521    	2.110080e-07
0.0489244    	2.110412e-07
0.0503966    	2.111134e-07
0.0518666    	2.113189e-07
0.0533366    	2.112946e-07
0.0548043    	2.113825e-07
0.0562697    	2.114692e-07
0.0577351    	2.116405e-07
0.0591983    	2.119969e-07
0.0606614    	2.124001e-07
0.0621223    	2.125489e-07
0.0635831    	2.125143e-07
0.0650417    	2.126074e-07
0.0665003    	2.127253e-07
0.0679566    	2.128016e-07
0.069413     	2.128194e-07
0.0708693    	2.128189e-07
0.0723233    	2.129527e-07
0.0737774    	2.130040e-07
0.0752314    	2.130283e-07
0.0766832    	2.131296e-07
0.0781349    	2.131736e-07
0.0795844    	2.132048e-07
0.0810339    	2.132531e-07
0.082481     	2.132989e-07
0.083926     	2.133611e-07
0.0853709    	2.134446e-07
0.0868135    	2.131331e-07
0.0882539    	2.128478e-07
0.0896919    	2.127266e-07
0.0911278    	2.126176e-07
0.0925636    	2.125024e-07
0.0939971    	2.124334e-07
0.0954284    	2.123734e-07
0.0968574    	2.123035e-07
0.0982842    	2.123547e-07
0.0997087    	2.124447e-07
0.101133     	2.125214e-07
0.102555     	2.126835e-07
0.103975     	2.129318e-07
0.105393     	2.131451e-07
0.106811     	2.134029e-07
0.108227     	2.137186e-07
0.10964      	2.139427e-07
0.111051     	2.141945e-07
0.11246      	2.144580e-07
0.113868     	2.147435e-07
0.115275     	2.150883e-07
0.116679     	2.154635e-07
0.118081     	2.157383e-07
0.119481     	2.161439e-07
0.120879     	2.165210e-07
0.122274     	2.168847e-07
0.123668     	2.172464e-07
0.125059     	2.175827e-07
0.126447     	2.179114e-07
0.127834     	2.182291e-07
0.129218     	2.185780e-07
0.130603     	2.189720e-07
0.131985     	2.193971e-07
0.133365     	2.197666e-07
0.134743     	2.201487e-07
0.136118     	2.205657e-07
0.137492     	2.209707e-07
0.138865     	2.213488e-07
0.140236     	2.217817e-07
0.141605     	2.222568e-07
0.142972     	2.227125e-07
0.144339     	2.231540e-07
0.145704     	2.235803e-07
0.147066     	2.240424e-07
0.148429     	2.244876e-07
0.149789     	2.248449e-07
0.151147     	2.252129e-07
0.152506     	2.256360e-07
0.153862     	2.260983e-07
0.155215     	2.266304e-07
0.156567     	2.271869e-07
0.157917     	2.277410e-07
0.159266     	2.282624e-07
0.160613     	2.289079e-07
0.161959     	2.295001e-07
0.163304     	2.301085e-07
0.164647     	2.307393e-07
0.165988     	2.313705e-07
0.167328     	2.319570e-07
0.168667     	2.326209e-07
0.170004     	2.332810e-07
0.17134      	2.338949e-07
0.172675     	2.345737e-07
0.174009     	2.352908e-07
0.175341     	2.359628e-07
0.176673     	2.365935e-07
0.178004     	2.372573e-07
0.179334     	2.379014e-07
0.180662     	2.385263e-07
0.18199      	2.391613e-07
0.183315     	2.398550e-07
0.184641     	2.405160e-07
0.185965     	2.411649e-07
0.187288     	2.417833e-07
0.188612     	2.424512e-07
0.189934     	2.430931e-07
0.191255     	2.437036e-07
0.192574     	2.443145e-07
0.193894     	2.448736e-07
0.195211     	2.454480e-07
0.196528     	2.459718e-07
0.197845     	2.464637e-07
0.19916      	2.469118e-07
0.200475     	2.474206e-07
0.201788     	2.478656e-07
0.203101     	2.482482e-07
0.204414     	2.486804e-07
0.205727     	2.490830e-07
0.207037     	2.495034e-07
0.208348     	2.499158e-07
0.209659     	2.503085e-07
0.210969     	2.507181e-07
0.212278     	2.511421e-07
0.213586     	2.515830e-07
0.214895     	2.518066e-07
0.216203     	2.521179e-07
0.217512     	2.522843e-07
0.21882      	2.526088e-07
0.220129     	2.529513e-07
0.221437     	2.532776e-07
0.222746     	2.535592e-07
0.224054     	2.538390e-07
0.225363     	2.541297e-07
0.226671     	2.544194e-07
0.22798      	2.547001e-07
0.229288     	2.549340e-07
0.230595     	2.551925e-07
0.231901     	2.554448e-07
0.233205     	2.556784e-07
0.234509     	2.558655e-07
0.235811     	2.560105e-07
0.237113     	2.561570e-07
0.238412     	2.562789e-07
0.239712     	2.563845e-07
0.24101      	2.566000e-07
0.242307     	2.567521e-07
0.243602     	2.569104e-07
0.244897     	2.571282e-07
0.24619      	2.573518e-07
0.247483     	2.576237e-07
0.248776     	2.578191e-07
0.250067     	2.580543e-07
0.251358     	2.583320e-07
0.252646     	2.585738e-07
0.253933     	2.589134e-07
0.255219     	2.592460e-07
0.256503     	2.595304e-07
0.257785     	2.598734e-07
0.259067     	2.602111e-07
0.260347     	2.606616e-07
0.261626     	2.610656e-07
0.262904     	2.611995e-07
0.264181     	2.613104e-07
0.265456     	2.616419e-07
0.266729     	2.621178e-07
0.268        	2.623659e-07
0.269269     	2.625689e-07
0.270538     	2.625671e-07
0.271804     	2.632435e-07
0.273068     	2.639160e-07
0.274332     	2.646318e-07
0.275594     	2.654875e-07
0.276857     	2.663277e-07
0.278116     	2.671472e-07
0.279376     	2.678433e-07
0.280636     	2.683823e-07
0.281896     	2.689406e-07
0.283153     	2.694991e-07
0.284411     	2.701723e-07
0.285667     	2.709252e-07
