# Region type : patch top
# Faces  :   1000
# Area   :   6.239977e-01
# Time       	sumDirection(phiSub)
0.0119048    	7.481886e-06
0.014505     	7.470186e-07
0.017133     	3.087817e-07
0.019747     	1.523648e-07
0.022368     	1.338169e-07
0.024989     	1.061597e-07
0.02761      	9.477881e-08
0.030231     	8.531471e-08
0.032852     	7.993475e-08
0.0354659    	7.560706e-08
0.0380798    	7.286893e-08
0.0406867    	7.077720e-08
0.0432935    	6.929469e-08
0.0459003    	6.813998e-08
0.0485071    	6.722809e-08
0.051114     	6.653011e-08
0.0537137    	6.600196e-08
0.0563133    	6.555380e-08
0.058913     	6.516398e-08
0.0615127    	6.488008e-08
0.0641124    	6.466923e-08
0.0667121    	6.452998e-08
0.0693118    	6.440793e-08
0.0719115    	6.428746e-08
0.0745039    	6.418370e-08
0.0770963    	6.406524e-08
0.0796887    	6.400527e-08
0.0822812    	6.395701e-08
0.0848663    	6.392711e-08
0.0874514    	6.388661e-08
0.0900365    	6.384479e-08
0.0926143    	6.381894e-08
0.0951921    	6.380622e-08
0.0977699    	6.379643e-08
0.10034      	6.379715e-08
0.102911     	6.378632e-08
0.105481     	6.377847e-08
0.108052     	6.373775e-08
0.110615     	6.370309e-08
0.113178     	6.364925e-08
0.115741     	6.361455e-08
0.118304     	6.356976e-08
0.120867     	6.354349e-08
0.12343      	6.353639e-08
0.125993     	6.355480e-08
0.128549     	6.359669e-08
0.131104     	6.358026e-08
0.13366      	6.354832e-08
0.136216     	6.346552e-08
0.138771     	6.343211e-08
0.141319     	6.340215e-08
0.143867     	6.335185e-08
0.146415     	6.331095e-08
0.148963     	6.327116e-08
0.151504     	6.324600e-08
0.154044     	6.320136e-08
0.156584     	6.317309e-08
0.159117     	6.315845e-08
0.16165      	6.314406e-08
0.164183     	6.312286e-08
0.166708     	6.310618e-08
0.169233     	6.309411e-08
0.171758     	6.309706e-08
0.174276     	6.311487e-08
0.176793     	6.312910e-08
0.17931      	6.315872e-08
0.18182      	6.317895e-08
0.18433      	6.320785e-08
0.18684      	6.324336e-08
0.189342     	6.324511e-08
0.191844     	6.323470e-08
0.194346     	6.326171e-08
0.19684      	6.329692e-08
0.199334     	6.333408e-08
0.201829     	6.336776e-08
0.204323     	6.340145e-08
0.206809     	6.344113e-08
0.209296     	6.349693e-08
0.211782     	6.353186e-08
0.214269     	6.358357e-08
0.216748     	6.363855e-08
0.219226     	6.369133e-08
0.221705     	6.371865e-08
0.224184     	6.377201e-08
0.226654     	6.381435e-08
0.229125     	6.386966e-08
0.231596     	6.391579e-08
0.234067     	6.397239e-08
0.236529     	6.401464e-08
0.238992     	6.406881e-08
0.241455     	6.410268e-08
0.243918     	6.413847e-08
0.246381     	6.417515e-08
0.248835     	6.423945e-08
0.25129      	6.429741e-08
0.253745     	6.433038e-08
0.2562       	6.440585e-08
0.258655     	6.446965e-08
0.261109     	6.452172e-08
0.263556     	6.458276e-08
0.266003     	6.463380e-08
0.268449     	6.469205e-08
0.270896     	6.473309e-08
0.273343     	6.479515e-08
0.275789     	6.485097e-08
0.278236     	6.490049e-08
0.280674     	6.494113e-08
0.283113     	6.499206e-08
0.285551     	6.503810e-08
0.287989     	6.509622e-08
0.290428     	6.514254e-08
0.292866     	6.519731e-08
0.295305     	6.524146e-08
0.297743     	6.529595e-08
0.300181     	6.534039e-08
0.30262      	6.539026e-08
0.30505      	6.544879e-08
0.30748      	6.549474e-08
0.30991      	6.554411e-08
0.312339     	6.559788e-08
0.314769     	6.565347e-08
0.317199     	6.571386e-08
0.319629     	6.575301e-08
0.322059     	6.580152e-08
0.324489     	6.583761e-08
0.326919     	6.589260e-08
0.329349     	6.593906e-08
0.331779     	6.600383e-08
0.334208     	6.605775e-08
0.336638     	6.612506e-08
0.339068     	6.618000e-08
0.341498     	6.624656e-08
0.343928     	6.629704e-08
0.346358     	6.636089e-08
0.348788     	6.640609e-08
0.351218     	6.649649e-08
0.353648     	6.652596e-08
0.356078     	6.659612e-08
0.358507     	6.664272e-08
0.360937     	6.670954e-08
0.363367     	6.675109e-08
0.365797     	6.681855e-08
0.368227     	6.686616e-08
0.370657     	6.693600e-08
0.373087     	6.698414e-08
0.375517     	6.703415e-08
0.377947     	6.707645e-08
0.380377     	6.715523e-08
0.382806     	6.718785e-08
0.385236     	6.725899e-08
0.387666     	6.730293e-08
0.390096     	6.738433e-08
0.392526     	6.743778e-08
0.394966     	6.750217e-08
0.397405     	6.756958e-08
0.399845     	6.765799e-08
0.402285     	6.771580e-08
0.404724     	6.779929e-08
0.407164     	6.787376e-08
0.409604     	6.795699e-08
0.412043     	6.802094e-08
0.414483     	6.810583e-08
0.416923     	6.817221e-08
0.419362     	6.826806e-08
0.421802     	6.833743e-08
0.424242     	6.842929e-08
0.426681     	6.851643e-08
0.42911      	6.865931e-08
0.43154      	6.877497e-08
0.433959     	6.890054e-08
0.436378     	6.901980e-08
0.438786     	6.918169e-08
0.441195     	6.933927e-08
