# Region type : patch top
# Faces  :   1000
# Area   :   6.239977e-01
# Time       	sumDirection(phiSub)
0.0119048    	6.908348e-06
0.0136322    	8.099179e-07
0.0154387    	4.510536e-07
0.0172354    	2.072882e-07
0.0190255    	1.794823e-07
0.0208123    	1.536998e-07
0.0225927    	1.390141e-07
0.0243698    	1.290633e-07
0.0261436    	1.225384e-07
0.0279143    	1.179607e-07
0.0296817    	1.149281e-07
0.0314459    	1.127521e-07
0.0332101    	1.109030e-07
0.0349711    	1.094922e-07
0.0367289    	1.083792e-07
0.0384867    	1.074761e-07
0.0402413    	1.067805e-07
0.0419959    	1.062296e-07
0.0437473    	1.057560e-07
0.0454987    	1.053851e-07
0.0472468    	1.050866e-07
0.048995     	1.048287e-07
0.05074      	1.046191e-07
0.0524849    	1.044519e-07
0.0542267    	1.042708e-07
0.0559684    	1.041027e-07
0.057707     	1.039640e-07
0.0594423    	1.038441e-07
0.0611777    	1.037383e-07
0.0629098    	1.036533e-07
0.064642     	1.035591e-07
0.0663709    	1.034770e-07
0.0680967    	1.034023e-07
0.0698224    	1.033413e-07
0.071545     	1.032989e-07
0.0732675    	1.032515e-07
0.0749869    	1.032098e-07
0.0767062    	1.031878e-07
0.0784224    	1.031797e-07
0.0801385    	1.031622e-07
0.0818547    	1.031478e-07
0.0835677    	1.031276e-07
0.0852806    	1.031270e-07
0.0869904    	1.031171e-07
0.0887001    	1.031530e-07
0.0904099    	1.031824e-07
0.0921164    	1.031807e-07
0.093823     	1.031606e-07
0.0955295    	1.031399e-07
0.0972329    	1.031369e-07
0.0989362    	1.031438e-07
0.100636     	1.031607e-07
0.102336     	1.031665e-07
0.104033     	1.031739e-07
0.10573      	1.031780e-07
0.107424     	1.031810e-07
0.109118     	1.032147e-07
0.110808     	1.032313e-07
0.112499     	1.032519e-07
0.114186     	1.032711e-07
0.115873     	1.032835e-07
0.117557     	1.033061e-07
0.119238     	1.033857e-07
0.120919     	1.034661e-07
0.122596     	1.035650e-07
0.124274     	1.036629e-07
0.125949     	1.037663e-07
0.127623     	1.038693e-07
0.129297     	1.039779e-07
0.130969     	1.040769e-07
0.13264      	1.041725e-07
0.134308     	1.042514e-07
0.135976     	1.043376e-07
0.137641     	1.044318e-07
0.139305     	1.045325e-07
0.140967     	1.046279e-07
0.142625     	1.047023e-07
0.144284     	1.048017e-07
0.145939     	1.049084e-07
0.147594     	1.049741e-07
0.149246     	1.050718e-07
0.150898     	1.051771e-07
0.152547     	1.052778e-07
0.154195     	1.053824e-07
0.155841     	1.054825e-07
0.157486     	1.055954e-07
0.159129     	1.056946e-07
0.160771     	1.057944e-07
0.16241      	1.058904e-07
0.164049     	1.059926e-07
0.165685     	1.060842e-07
0.167321     	1.061758e-07
0.168954     	1.062659e-07
0.170587     	1.063725e-07
0.172219     	1.064837e-07
0.173849     	1.065894e-07
0.175478     	1.066994e-07
0.177105     	1.068168e-07
0.178731     	1.069357e-07
0.180357     	1.070629e-07
0.18198      	1.072006e-07
0.183603     	1.073285e-07
0.185226     	1.074129e-07
0.186846     	1.075306e-07
0.188466     	1.076707e-07
0.190086     	1.078073e-07
0.191702     	1.078841e-07
0.193319     	1.079818e-07
0.194936     	1.080854e-07
0.196549     	1.081571e-07
0.198162     	1.082354e-07
0.199772     	1.083551e-07
0.201382     	1.085080e-07
0.202993     	1.086866e-07
0.204603     	1.088549e-07
0.20621      	1.090312e-07
0.207816     	1.091946e-07
0.209423     	1.093658e-07
0.211027     	1.095292e-07
0.212631     	1.096856e-07
0.214234     	1.098336e-07
0.215838     	1.099794e-07
0.217438     	1.101233e-07
0.219038     	1.102690e-07
0.220639     	1.104078e-07
0.222239     	1.105402e-07
0.223839     	1.106501e-07
0.225436     	1.107517e-07
0.227033     	1.108593e-07
0.228631     	1.109618e-07
0.230228     	1.110556e-07
0.231825     	1.111211e-07
0.233422     	1.111907e-07
0.235019     	1.112550e-07
0.236616     	1.113054e-07
0.238213     	1.113586e-07
0.23981      	1.113828e-07
0.241407     	1.114104e-07
0.243004     	1.114594e-07
0.244601     	1.114673e-07
0.246195     	1.115035e-07
0.247788     	1.115274e-07
0.249382     	1.115562e-07
0.250976     	1.114794e-07
0.252569     	1.114159e-07
0.254163     	1.114196e-07
0.255753     	1.114077e-07
0.257343     	1.114120e-07
0.258934     	1.113702e-07
0.260524     	1.113843e-07
0.262114     	1.113730e-07
0.263705     	1.113726e-07
0.265295     	1.113277e-07
0.266885     	1.113112e-07
0.268475     	1.113220e-07
0.270066     	1.113335e-07
0.271652     	1.113623e-07
0.273239     	1.113644e-07
0.274826     	1.113821e-07
0.276413     	1.113885e-07
0.278        	1.113773e-07
0.279586     	1.113693e-07
0.281173     	1.113710e-07
0.28276      	1.113666e-07
0.284347     	1.113294e-07
0.285934     	1.114064e-07
0.287517     	1.116029e-07
0.289097     	1.119917e-07
0.290677     	1.121120e-07
0.292253     	1.119513e-07
0.293829     	1.116218e-07
0.295402     	1.115183e-07
0.296975     	1.115052e-07
0.298544     	1.115024e-07
0.300113     	1.114717e-07
0.301679     	1.114755e-07
0.303241     	1.114874e-07
0.304796     	1.115463e-07
0.306348     	1.116132e-07
0.307897     	1.116940e-07
0.309441     	1.118300e-07
0.310983     	1.119223e-07
0.312521     	1.119799e-07
0.314052     	1.120279e-07
0.31558      	1.120435e-07
0.317104     	1.120589e-07
0.318625     	1.120506e-07
0.320142     	1.120779e-07
0.321653     	1.122143e-07
0.323161     	1.123292e-07
