# Region type : patch bottom
# Faces  :   1000
# Area   :   6.239977e-01
# Time       	sum(phi)
0.0119048    	0.000000e+00
0.0139894    	-2.233388e-22
0.0160608    	3.505178e-23
0.0181323    	-1.995573e-23
0.0202081    	1.718985e-24
0.0222839    	-3.722313e-24
0.0243597    	9.008514e-24
0.0264356    	-4.846761e-24
0.0285114    	1.938705e-25
0.0305828    	-1.360324e-24
0.0326542    	-2.076029e-25
0.0347212    	4.520918e-24
0.0367882    	6.397725e-24
0.0388551    	-5.069712e-24
0.0409221    	-8.368741e-24
0.0429891    	-1.063056e-24
0.0450561    	-2.979143e-24
0.0471186    	9.208847e-25
0.0491811    	-4.820912e-24
0.0512436    	-2.397531e-24
0.0533061    	1.544501e-24
0.0553687    	-2.481542e-24
0.0574312    	-3.063153e-24
0.0594937    	2.067952e-24
0.0615517    	7.457550e-24
0.0636097    	-2.093801e-24
0.0656677    	4.995395e-24
0.0677212    	6.423574e-24
0.0697746    	-3.295798e-25
0.0718281    	-6.985799e-24
0.0738771    	2.688337e-24
0.075926     	2.403994e-24
0.0779704    	-4.924310e-24
0.0800148    	2.572015e-24
0.0820592    	-1.158053e-23
0.0840991    	4.723977e-24
0.086139     	5.492996e-25
0.0881788    	4.413784e-24
0.0902187    	6.048758e-24
0.092254     	-3.444432e-24
0.0942893    	-4.820912e-24
0.0963246    	3.935570e-24
0.0983599    	3.489668e-24
0.100395     	1.473415e-24
0.102426     	-2.649563e-24
0.104457     	5.622243e-25
0.106487     	2.830509e-24
0.108518     	7.754818e-26
0.110544     	-3.683539e-24
0.11257      	3.528442e-24
0.114596     	-5.156954e-24
0.116618     	2.462155e-24
0.118639     	-4.704590e-24
0.120656     	-8.013312e-25
0.122673     	-6.203855e-25
0.124685     	-6.636832e-24
0.126697     	-6.203855e-25
0.128705     	4.523644e-24
0.130713     	-2.235973e-24
0.132716     	-7.063347e-24
0.134719     	4.866148e-24
0.136717     	-3.450894e-24
0.138715     	3.728775e-24
0.140709     	7.056885e-24
0.142703     	-5.673942e-24
0.144692     	-5.299126e-24
0.146681     	9.021439e-24
0.148665     	8.413978e-24
0.15065      	-3.425045e-24
0.15263      	5.725641e-24
0.154609     	2.261822e-24
0.156585     	5.906587e-24
0.15856      	1.460491e-24
0.160535     	9.952017e-25
0.162506     	-1.323489e-23
0.164476     	1.279545e-24
0.166442     	3.050229e-24
0.168408     	2.145500e-24
0.170369     	-7.987463e-24
0.172331     	4.872611e-24
0.174287     	-2.029177e-24
0.176244     	5.816114e-25
0.178196     	-3.877409e-24
0.180148     	-6.979336e-25
0.182095     	2.197199e-25
0.184043     	-2.688337e-24
0.185986     	2.391069e-24
0.187928     	2.365220e-24
0.189866     	1.017174e-23
0.191805     	5.945361e-25
0.193743     	8.737095e-24
0.195676     	-1.538039e-24
0.19761      	9.564276e-25
0.199543     	-3.063153e-24
0.201472     	1.434641e-24
0.203401     	5.867812e-24
0.20533      	4.652891e-24
0.207254     	-4.045430e-24
0.209178     	9.693523e-25
0.211102     	6.462349e-25
